# Z = 79, A = 197 amu, m = 206.768 au
Line	DeltaE (eV)	W_12 (s^-1)
O6-R4	432472		1.16867e+14
O6-R5	434339		4.27185e+12
O6-R8	435424		2.53036e+15
O6-S4	491122		7.38421e+13
O6-S5	492426		2.70262e+12
O6-S8	493210		1.60172e+15
O6-T4	517516		4.89517e+13
O6-T5	518550		1.74726e+12
O6-T8	519051		1.06449e+15
O6-U4	548580		3.49726e+13
O6-U5	549355		1.24703e+12
O6-U8	549732		7.60592e+14
O6-V4	572173		2.59354e+13
O6-V5	572770		9.23589e+11
O6-V8	573060		5.64058e+14
O6-W4	590513		1.98105e+13
O6-W5	590982		7.04594e+11
O6-W8	591210		4.30831e+14
O6-X4	605049		1.54996e+13
O6-X5	605424		5.50672e+11
O6-X8	605607		3.37054e+14
O6-Y4	616765		1.23704e+13
O6-Y5	617070		4.39101e+11
O6-Y8	617218		2.68985e+14
O6-Z4	626346		1.004e+13
O6-Z5	626597		3.56118e+11
O6-Z8	626719		2.18296e+14
O7-O8	273.363		636501
O7-O9	2660.88		1.6716e+10
O7-P5	214056		3.50403e+14
O7-P8	216520		3.1956e+14
O7-P9	217903		8.95294e+15
O7-Q5	345306		1.71367e+14
O7-Q8	346888		1.56591e+14
O7-Q9	347759		4.4812e+15
O7-R5	430291		9.77337e+13
O7-R8	431377		8.8815e+13
O7-R9	431959		2.56725e+15
O7-S5	488379		6.16528e+13
O7-S8	489162		5.56578e+13
O7-S9	489570		1.62185e+15
O7-T5	514503		3.98584e+13
O7-T8	515004		3.67457e+13
O7-T9	515301		1.07641e+15
O7-U5	545308		2.84564e+13
O7-U8	545684		2.61488e+13
O7-U9	545908		7.68345e+14
O7-V5	568723		2.10963e+13
O7-V8	569013		1.93362e+13
O7-V9	569185		5.69388e+14
O7-W5	586934		1.61118e+13
O7-W8	587162		1.4737e+13
O7-W9	587298		4.34663e+14
O7-X5	601377		1.26051e+13
O7-X8	601559		1.15097e+13
O7-X9	601668		3.3991e+14
O7-Y5	613023		1.00601e+13
O7-Y8	613171		9.1727e+12
O7-Y9	613259		2.71177e+14
O7-Z5	622550		8.16501e+12
O7-Z8	622672		7.43576e+12
O7-Z9	622744		2.20019e+14
O8-P6	213719		1.11477e+14
O8-P7	216061		2.62243e+12
O8-P10	217810		1.31401e+16
O8-Q6	345004		4.5973e+13
O8-Q7	346476		1.08047e+12
O8-R6	430009		2.37773e+13
O8-R7	430993		5.54969e+11
O8-R10	431801		1.89164e+15
O8-S6	488109		1.41196e+13
O8-S7	488797		3.29781e+11
O8-S10	489395		1.05354e+15
O8-T6	514229		8.59006e+12
O8-T7	514731		1.99868e+11
O8-T10	515028		6.44454e+14
O8-U6	545034		5.95036e+12
O8-U7	545411		1.38184e+11
O8-U10	545634		4.34875e+14
O8-V6	568449		4.3132e+12
O8-V7	568739		9.99536e+10
O8-V10	568911		3.09421e+14
O8-W6	586661		3.2379e+12
O8-W7	586889		7.48923e+10
O8-W10	587024		2.29102e+14
O8-X6	601104		2.49929e+12
O8-X7	601286		5.77163e+10
O8-X10	601394		1.74984e+14
O8-Y6	612749		1.97339e+12
O8-Y7	612898		4.55129e+10
O8-Y10	612986		1.37025e+14
O8-Z6	622276		1.58778e+12
O8-Z7	622399		3.65815e+10
O8-Z10	622471		1.0952e+14
O9-P7	213673		1.00635e+14
O9-P10	215423		2.91938e+14
O9-P11	216336		1.33124e+16
O9-Q7	344088		4.14365e+13
O9-R7	428605		2.14028e+13
O9-R10	429413		4.05324e+13
O9-R11	429798		1.9024e+15
O9-S7	486410		1.26767e+13
O9-S10	487008		2.23806e+13
O9-S11	487277		1.05831e+15
O9-T7	512343		7.68802e+12
O9-T10	512640		1.36077e+13
O9-T11	512837		6.46832e+14
O9-U7	543023		5.32137e+12
O9-U10	543247		9.14964e+12
O9-U11	543395		4.36214e+14
O9-V7	566352		3.85567e+12
O9-V10	566524		6.49301e+12
O9-V11	566638		3.10235e+14
O9-W7	584502		2.89371e+12
O9-W10	584637		4.79778e+12
O9-W11	584726		2.2963e+14
O9-X7	598899		2.23322e+12
O9-X10	599007		3.65848e+12
O9-X11	599079		1.75344e+14
O9-Y7	610510		1.76308e+12
O9-Y10	610598		2.86102e+12
O9-Y11	610657		1.3728e+14
O9-Z7	620011		1.41841e+12
O9-Z10	620083		2.28422e+12
O9-Z11	620132		1.09708e+14
P1-Q2	87308		1.21208e+15
P1-Q3	90422.9		1.2084e+15
P1-R2	172435		5.93415e+14
P1-R3	174505		6.21645e+14
P1-S2	230598		3.66008e+14
P1-S3	232042		3.89942e+14
P1-T2	252284		1.39829e+14
P1-T3	255847		2.23377e+14
P1-U2	284241		9.7454e+13
P1-U3	286910		1.60247e+14
P1-V2	308453		7.12095e+13
P1-V3	310504		1.19399e+14
P1-W2	327233		5.387e+13
P1-W3	328844		9.16297e+13
P1-X2	342093		4.18603e+13
P1-X3	343380		7.20009e+13
P1-Y2	354051		3.32375e+13
P1-Y3	355096		5.76853e+13
P1-Z2	363817		2.68668e+13
P1-Z3	364677		4.69744e+13
P2-P1	44244.8		2.64142e+14
P2-Q1	159548		1.28804e+13
P2-Q4	129127		1.28258e+15
P2-R1	235483		4.25642e+12
P2-R4	215047		8.56204e+14
P2-S1	288060		2.24511e+12
P2-S4	273697		5.89421e+14
P2-T1	296529		1.7342e+14
P2-T4	300092		4.05211e+14
P2-U1	328485		1.26898e+14
P2-U4	331155		3.02106e+14
P2-V1	352697		9.57553e+13
P2-V4	354749		2.31098e+14
P2-W1	371478		7.41137e+13
P2-W4	373088		1.80713e+14
P2-X1	386338		5.85894e+13
P2-X4	387625		1.43992e+14
P2-Y1	398296		4.71499e+13
P2-Y4	399341		1.16598e+14
P2-Z1	408062		3.85259e+13
P2-Z4	408922		9.5746e+13
P3-P1	39247		3.90727e+14
P3-Q1	154551		2.93896e+12
P3-Q4	124129		2.74346e+14
P3-Q5	126932		1.51795e+15
P3-R1	230485		7.45643e+10
P3-R4	210049		1.75962e+14
P3-R5	211916		1.011e+15
P3-S1	283063		4.28234e+09
P3-S4	268700		1.1921e+14
P3-S5	270004		6.95204e+14
P3-T1	291531		3.67714e+14
P3-T4	295094		8.08372e+13
P3-T5	296128		4.76291e+14
P3-U1	323488		2.68664e+14
P3-U4	326157		5.98626e+13
P3-U5	326933		3.55444e+14
P3-V1	347700		2.0267e+14
P3-V4	349751		4.55981e+13
P3-V5	350348		2.72029e+14
P3-W1	366480		1.56884e+14
P3-W4	368091		3.55528e+13
P3-W5	368560		2.12784e+14
P3-X1	381340		1.24047e+14
P3-X4	382627		2.8267e+13
P3-X5	383002		1.69587e+14
P3-Y1	393298		9.9844e+13
P3-Y4	394343		2.28503e+13
P3-Y5	394648		1.37356e+14
P3-Z1	403064		8.15918e+13
P3-Z4	403924		1.87378e+13
P3-Z5	404175		1.12818e+14
P4-P2	3798.52		3.57132e+11
P4-P3	8796.27		4.38014e+11
P4-P6	4413.99		2.93852e+11
P4-Q2	135351		3.43254e+14
P4-Q3	138466		2.46116e+13
P4-Q6	135698		1.89674e+15
P4-R2	220479		2.0588e+14
P4-R3	222549		1.50717e+13
P4-R6	220704		1.30436e+15
P4-S2	278642		1.31947e+14
P4-S3	280086		9.67463e+12
P4-S6	278803		9.00611e+14
P4-T2	300327		1.95434e+14
P4-T3	303891		1.07547e+13
P4-T6	304924		6.15048e+14
P4-U2	332284		1.40955e+14
P4-U3	334954		7.77881e+12
P4-U6	335729		4.57517e+14
P4-V2	356496		1.05253e+14
P4-V3	358547		5.81357e+12
P4-V6	359144		3.49186e+14
P4-W2	375277		8.08237e+13
P4-W3	376887		4.4647e+12
P4-W6	377356		2.72495e+14
P4-X2	390136		6.3502e+13
P4-X3	391423		3.50754e+12
P4-X6	391798		2.16736e+14
P4-Y2	402095		5.08534e+13
P4-Y3	403139		2.80868e+12
P4-Y6	403444		1.75237e+14
P4-Z2	411861		4.13869e+13
P4-Z3	412720		2.28583e+12
P4-Z6	412971		1.43712e+14
P5-P3	4318.76		4.80659e+11
P5-P7	2277.94		4.34749e+10
P5-Q3	133989		2.935e+14
P5-Q6	131221		1.42848e+14
P5-Q7	132693		2.06459e+15
P5-R3	218071		1.76751e+14
P5-R6	216226		9.41678e+13
P5-R7	217210		1.39493e+15
P5-S3	275608		1.13684e+14
P5-S6	274326		6.38603e+13
P5-S7	275015		9.55464e+14
P5-T3	299413		1.15732e+14
P5-T6	300446		4.30493e+13
P5-T7	300948		6.50196e+14
P5-U3	330476		8.35782e+13
P5-U6	331252		3.17754e+13
P5-U7	331628		4.82463e+14
P5-V3	354070		6.2486e+13
P5-V6	354667		2.41328e+13
P5-V7	354957		3.67522e+14
P5-W3	372409		4.80371e+13
P5-W6	372878		1.87683e+13
P5-W7	373106		2.86388e+14
P5-X3	386946		3.77794e+13
P5-X6	387321		1.48894e+13
P5-X7	387503		2.27537e+14
P5-Y3	398662		3.028e+13
P5-Y6	398967		1.20137e+13
P5-Y7	399115		1.83817e+14
P5-Z3	408243		2.46613e+13
P5-Z6	408494		9.83595e+12
P5-Z7	408616		1.50653e+14
P6-P5	63.5291		61777.6
P6-P8	2527.67		4.42074e+10
P6-Q4	128511		2.65114e+14
P6-Q5	131314		9.84661e+12
P6-Q8	132896		2.92477e+15
P6-R4	214432		1.42101e+14
P6-R5	216299		5.32327e+12
P6-R8	217384		1.79266e+15
P6-S4	273082		8.59956e+13
P6-S5	274386		3.20995e+12
P6-S8	275170		1.15423e+15
P6-T4	299477		5.40966e+13
P6-T5	300510		1.97819e+12
P6-T8	301011		7.53936e+14
P6-U4	330540		3.80751e+13
P6-U5	331315		1.39213e+12
P6-U8	331692		5.42509e+14
P6-V4	354133		2.79204e+13
P6-V5	354730		1.01904e+12
P6-V8	355020		4.04056e+14
P6-W4	372473		2.11471e+13
P6-W5	372942		7.70204e+11
P6-W8	373170		3.09511e+14
P6-X4	387009		1.64389e+13
P6-X5	387384		5.97604e+11
P6-X8	387567		2.42639e+14
P6-Y4	398725		1.30545e+13
P6-Y5	399030		4.73852e+11
P6-Y8	399179		1.93933e+14
P6-Z4	408306		1.05532e+13
P6-Z5	408557		3.82612e+11
P6-Z8	408679		1.5757e+14
P7-P8	186.195		646804
P7-P9	1569.36		1.09918e+10
P7-Q5	128972		2.23405e+14
P7-Q8	130554		1.09145e+14
P7-Q9	131425		3.02733e+15
P7-R5	213957		1.20183e+14
P7-R8	215043		6.51011e+13
P7-R9	215625		1.83903e+15
P7-S5	272045		7.28089e+13
P7-S8	272828		4.14027e+13
P7-S9	273236		1.17913e+15
P7-T5	298169		4.4719e+13
P7-T8	298670		2.6766e+13
P7-T9	298967		7.68702e+14
P7-U5	328974		3.1438e+13
P7-U8	329350		1.91542e+13
P7-U9	329574		5.52361e+14
P7-V5	352389		2.30458e+13
P7-V8	352679		1.42174e+13
P7-V9	352851		4.10938e+14
P7-W5	370600		1.74547e+13
P7-W8	370828		1.08641e+13
P7-W9	370964		3.14518e+14
P7-X5	385043		1.35694e+13
P7-X8	385225		8.50053e+12
P7-X9	385334		2.4641e+14
P7-Y5	396689		1.07763e+13
P7-Y8	396837		6.78338e+12
P7-Y9	396925		1.96855e+14
P7-Z5	406216		8.7117e+12
P7-Z8	406338		5.50408e+12
P7-Z9	406410		1.59887e+14
P8-P10	1563.56		5.99352e+09
P8-Q6	128757		1.06826e+14
P8-Q7	130229		2.54658e+12
P8-R6	213762		5.05601e+13
P8-R7	214746		1.2063e+12
P8-R10	215554		2.06908e+15
P8-S6	271862		2.83345e+13
P8-S7	272550		6.71782e+11
P8-S10	273148		1.17184e+15
P8-T6	297982		1.62744e+13
P8-T7	298484		3.85795e+11
P8-T10	298781		7.04567e+14
P8-U6	328788		1.10358e+13
P8-U7	329164		2.61369e+11
P8-U10	329387		4.78819e+14
P8-V6	352203		7.87521e+12
P8-V7	352492		1.85986e+11
P8-V10	352664		3.42172e+14
P8-W6	370414		5.84345e+12
P8-W7	370642		1.37591e+11
P8-W10	370777		2.54094e+14
P8-X6	384857		4.47075e+12
P8-X7	385039		1.05009e+11
P8-X10	385147		1.94476e+14
P8-Y6	396503		3.50585e+12
P8-Y7	396651		8.21894e+10
P8-Y10	396739		1.52522e+14
P8-Z6	406030		2.80545e+12
P8-Z7	406152		6.56782e+10
P8-Z10	406224		1.2205e+14
P9-P10	180.399		207112
P9-P11	1093.71		2.10032e+09
P9-Q7	128846		9.71172e+13
P9-R7	213363		4.59417e+13
P9-R10	214171		4.56757e+13
P9-R11	214556		2.09434e+15
P9-S7	271167		2.57307e+13
P9-S10	271765		2.56105e+13
P9-S11	272035		1.18338e+15
P9-T7	297101		1.47191e+13
P9-T10	297398		1.52612e+13
P9-T11	297595		7.10737e+14
P9-U7	327781		9.96852e+12
P9-U10	328004		1.03257e+13
P9-U11	328152		4.82596e+14
P9-V7	351109		7.11086e+12
P9-V10	351281		7.35818e+12
P9-V11	351395		3.44635e+14
P9-W7	369259		5.27577e+12
P9-W10	369394		5.45247e+12
P9-W11	369484		2.55794e+14
P9-X7	383656		4.03621e+12
P9-X10	383764		4.16582e+12
P9-X11	383836		1.95706e+14
P9-Y7	395268		3.16486e+12
P9-Y10	395356		3.26224e+12
P9-Y11	395414		1.53446e+14
P9-Z7	404768		2.53234e+12
P9-Z10	404841		2.60713e+12
P9-Z11	404889		1.22764e+14
P10-Q8	128804		3.05879e+13
P10-Q9	129675		5.01528e+11
P10-R8	213293		1.20074e+13
P10-R9	213875		1.9646e+11
P10-R12	214497		1.75145e+15
P10-S8	271078		6.01609e+12
P10-S9	271486		9.77625e+10
P10-T8	296920		3.19929e+12
P10-T9	297217		5.20787e+10
P10-T12	297414		4.0572e+14
P10-U8	327601		2.05964e+12
P10-U9	327824		3.34653e+10
P10-U12	327972		2.50978e+14
P10-V8	350929		1.41539e+12
P10-V9	351101		2.29086e+10
P10-V12	351215		1.67887e+14
P10-W8	369079		1.02088e+12
P10-W9	369214		1.64634e+10
P10-W12	369303		1.18758e+14
P10-X8	383476		7.64138e+11
P10-X9	383584		1.22888e+10
P10-X12	383656		8.75961e+13
P10-Y8	395087		5.88925e+11
P10-Y9	395175		9.45257e+09
P10-Y12	395234		6.67444e+13
P10-Z8	404588		4.64737e+11
P10-Z9	404661		7.44952e+09
P10-Z12	404709		5.21939e+13
P11-Q9	128762		2.88785e+13
P11-R9	212962		1.13181e+13
P11-R12	213584		2.60701e+13
P11-S9	270573		5.6642e+12
P11-T9	296304		3.00209e+12
P11-T12	296501		5.93436e+12
P11-T13	296641		4.07549e+14
P11-U9	326910		1.93081e+12
P11-U12	327058		3.65635e+12
P11-U13	327164		2.5196e+14
P11-V9	350188		1.32654e+12
P11-V12	350301		2.439e+12
P11-V13	350383		1.68468e+14
P11-W9	368300		9.56698e+11
P11-W12	368390		1.72139e+12
P11-W13	368454		1.19132e+14
P11-X9	382671		7.15998e+11
P11-X12	382742		1.26729e+12
P11-X13	382793		8.78517e+13
P11-Y9	394262		5.51718e+11
P11-Y12	394320		9.64068e+11
P11-Y13	394362		6.69283e+13
P11-Z9	403747		4.35278e+11
P11-Z12	403795		7.52876e+11
P11-Z13	403829		5.23312e+13
Q1-R2	57131.6		5.83842e+14
Q1-R3	59201.6		5.815e+14
Q1-S2	115295		3.01093e+14
Q1-S3	116739		3.14326e+14
Q1-T2	136980		1.10368e+14
Q1-T3	140544		1.66087e+14
Q1-U2	168937		7.48166e+13
Q1-U3	171607		1.17557e+14
Q1-V2	193149		5.37393e+13
Q1-V3	195200		8.66966e+13
Q1-W2	211930		4.02223e+13
Q1-W3	213540		6.60584e+13
Q1-X2	226789		3.10291e+13
Q1-X3	228076		5.16532e+13
Q1-Y2	238748		2.4505e+13
Q1-Y3	239792		4.12386e+13
Q1-Z2	248514		1.97246e+13
Q1-Z3	249373		3.34934e+13
Q2-Q1	27995.6		1.25366e+14
Q2-R1	103930		5.36527e+12
Q2-R4	83494.3		5.67852e+14
Q2-S1	156508		1.61213e+12
Q2-S4	142144		3.9858e+14
Q2-T1	164976		1.3072e+14
Q2-T4	168539		2.62941e+14
Q2-U1	196933		9.52503e+13
Q2-U4	199602		1.97594e+14
Q2-V1	221145		7.15047e+13
Q2-V4	223196		1.51608e+14
Q2-W1	239925		5.50944e+13
Q2-W4	241536		1.18732e+14
Q2-X1	254785		4.34031e+13
Q2-X4	256072		9.46926e+13
Q2-Y1	266743		3.48383e+13
Q2-Y4	267788		7.67253e+13
Q2-Z1	276509		2.84103e+13
Q2-Z4	277369		6.30304e+13
Q3-Q1	24880.8		1.85944e+14
Q3-R1	100815		8.06326e+11
Q3-R4	80379.4		1.2269e+14
Q3-R5	82246.4		6.74617e+14
Q3-S1	153393		1.28346e+10
Q3-S4	139030		8.29094e+13
Q3-S5	140334		4.72337e+14
Q3-T1	161861		2.77174e+14
Q3-T4	165424		5.36982e+13
Q3-T5	166458		3.09383e+14
Q3-U1	193818		2.01176e+14
Q3-U4	196487		3.99251e+13
Q3-U5	197263		2.32885e+14
Q3-V1	218030		1.50863e+14
Q3-V4	220081		3.0447e+13
Q3-V5	220678		1.78814e+14
Q3-W1	236810		1.16268e+14
Q3-W4	238421		2.3756e+13
Q3-W5	238890		1.40069e+14
Q3-X1	251670		9.16347e+13
Q3-X4	252957		1.88959e+13
Q3-X5	253332		1.11724e+14
Q3-Y1	263629		7.35726e+13
Q3-Y4	264673		1.5278e+13
Q3-Y5	264978		9.05398e+13
Q3-Z1	273394		6.00037e+13
Q3-Z4	274254		1.25286e+13
Q3-Z5	274505		7.43952e+13
Q4-Q2	2425.93		1.79513e+11
Q4-Q3	5540.81		2.1148e+11
Q4-Q6	2773.12		1.47407e+11
Q4-R2	87553.2		1.93198e+14
Q4-R3	89623.2		1.40882e+13
Q4-R6	87778.4		7.89218e+14
Q4-S2	145716		1.22815e+14
Q4-S3	147160		9.15011e+12
Q4-S6	145878		5.80688e+14
Q4-T2	167402		1.62975e+14
Q4-T3	170965		9.21979e+12
Q4-T6	171999		3.86308e+14
Q4-U2	199358		1.16554e+14
Q4-U3	202028		6.63747e+12
Q4-U6	202804		2.91878e+14
Q4-V2	223571		8.63463e+13
Q4-V3	225622		4.9284e+12
Q4-V6	226219		2.24508e+14
Q4-W2	242351		6.58858e+13
Q4-W3	243961		3.76057e+12
Q4-W6	244430		1.76018e+14
Q4-X2	257211		5.15174e+13
Q4-X3	258498		2.93877e+12
Q4-X6	258873		1.4044e+14
Q4-Y2	269169		4.11056e+13
Q4-Y3	270214		2.34367e+12
Q4-Y6	270519		1.13803e+14
Q4-Z2	278935		3.3359e+13
Q4-Z3	279795		1.90149e+12
Q4-Z6	280046		9.34845e+13
Q5-Q3	2738.4		2.35826e+11
Q5-Q7	1442.8		2.2335e+10
Q5-R3	86820.8		1.65967e+14
Q5-R6	84976		6.03908e+13
Q5-R7	85959.7		8.66482e+14
Q5-S3	144358		1.05872e+14
Q5-S6	143076		4.26807e+13
Q5-S7	143764		6.2659e+14
Q5-T3	168163		9.87664e+13
Q5-T6	169196		2.7896e+13
Q5-T7	169698		4.13371e+14
Q5-U3	199226		7.07456e+13
Q5-U6	200001		2.08125e+13
Q5-U7	200378		3.11308e+14
Q5-V3	222820		5.24799e+13
Q5-V6	223416		1.58942e+13
Q5-V7	223706		2.38832e+14
Q5-W3	241159		4.01001e+13
Q5-W6	241628		1.24075e+13
Q5-W7	241856		1.86852e+14
Q5-X3	255695		3.13928e+13
Q5-X6	256071		9.86904e+12
Q5-X7	256253		1.48845e+14
Q5-Y3	267412		2.50721e+13
Q5-Y6	267716		7.97734e+12
Q5-Y7	267865		1.20471e+14
Q5-Z3	276992		2.0362e+13
Q5-Z6	277243		6.53923e+12
Q5-Z7	277366		9.88759e+13
Q6-Q5	29.2892		12275.1
Q6-Q8	1611.09		2.57666e+10
Q6-R4	83147.1		1.64117e+14
Q6-R5	85014.1		6.1813e+12
Q6-R8	86099.6		1.17744e+15
Q6-S4	141797		9.43529e+13
Q6-S5	143102		3.58898e+12
Q6-S8	143885		8.0554e+14
Q6-T4	168192		5.46784e+13
Q6-T5	169225		2.03029e+12
Q6-T8	169727		5.12536e+14
Q6-U4	199255		3.79566e+13
Q6-U5	200031		1.41406e+12
Q6-U8	200407		3.74677e+14
Q6-V4	222849		2.7502e+13
Q6-V5	223446		1.02386e+12
Q6-V8	223736		2.81324e+14
Q6-W4	241188		2.06343e+13
Q6-W5	241657		7.66061e+11
Q6-W8	241885		2.1656e+14
Q6-X4	255725		1.59256e+13
Q6-X5	256100		5.89588e+11
Q6-X8	256282		1.70336e+14
Q6-Y4	267441		1.25775e+13
Q6-Y5	267746		4.64629e+11
Q6-Y8	267894		1.36466e+14
Q6-Z4	277022		1.0124e+13
Q6-Z5	277273		3.73436e+11
Q6-Z8	277395		1.11072e+14
Q7-Q8	139.001		606939
Q7-Q9	1009.46		6.58287e+09
Q7-R5	83542		1.39407e+14
Q7-R8	84627.5		4.44503e+13
Q7-R9	85209.6		1.22477e+15
Q7-S5	141629		8.04924e+13
Q7-S8	142413		2.96549e+13
Q7-S9	142821		8.30665e+14
Q7-T5	167753		4.57689e+13
Q7-T8	168255		1.86392e+13
Q7-T9	168552		5.26154e+14
Q7-U5	198559		3.16956e+13
Q7-U8	198935		1.34994e+13
Q7-U9	199158		3.84003e+14
Q7-V5	221974		2.2947e+13
Q7-V8	222264		1.00877e+13
Q7-V9	222435		2.87902e+14
Q7-W5	240185		1.72182e+13
Q7-W8	240413		7.74399e+12
Q7-W9	240548		2.21353e+14
Q7-X5	254628		1.32921e+13
Q7-X8	254810		6.07824e+12
Q7-X9	254919		1.73947e+14
Q7-Y5	266274		1.04991e+13
Q7-Y8	266422		4.86067e+12
Q7-Y9	266510		1.39268e+14
Q7-Z5	275801		8.45099e+12
Q7-Z8	275923		3.94963e+12
Q7-Z9	275995		1.13299e+14
Q8-R6	83394.2		8.02582e+13
Q8-R7	84377.9		1.93217e+12
Q8-R10	85186.1		1.64473e+15
Q8-S6	141494		4.18332e+13
Q8-S7	142182		1.00929e+12
Q8-S10	142780		9.88607e+14
Q8-T6	167614		2.19529e+13
Q8-T7	168116		5.25552e+11
Q8-T10	168413		5.79127e+14
Q8-U6	198420		1.45637e+13
Q8-U7	198796		3.49966e+11
Q8-U10	199019		3.99882e+14
Q8-V6	221835		1.02129e+13
Q8-V7	222125		2.45005e+11
Q8-V10	222296		2.88146e+14
Q8-W6	240046		7.47819e+12
Q8-W7	240274		1.78689e+11
Q8-W10	240409		2.15069e+14
Q8-X6	254489		5.6647e+12
Q8-X7	254671		1.34868e+11
Q8-X10	254780		1.65175e+14
Q8-Y6	266135		4.40838e+12
Q8-Y7	266283		1.0469e+11
Q8-Y10	266371		1.29859e+14
Q8-Z6	275662		3.50668e+12
Q8-Z7	275784		8.31436e+10
Q8-Z10	275856		1.04101e+14
Q9-R7	83507.4		7.33301e+13
Q9-R10	84315.7		3.74006e+13
Q9-R11	84700.4		1.67787e+15
Q9-S7	141312		3.82311e+13
Q9-S10	141910		2.20774e+13
Q9-S11	142179		1.0038e+15
Q9-T7	167245		2.00345e+13
Q9-T10	167543		1.2806e+13
Q9-T11	167739		5.86559e+14
Q9-U7	197926		1.3255e+13
Q9-U10	198149		8.77599e+12
Q9-U11	198297		4.04662e+14
Q9-V7	221254		9.28737e+12
Q9-V10	221426		6.30121e+12
Q9-V11	221540		2.91324e+14
Q9-W7	239404		6.80078e+12
Q9-W10	239539		4.69304e+12
Q9-W11	239629		2.17277e+14
Q9-X7	253801		5.15225e+12
Q9-X10	253909		3.59775e+12
Q9-X11	253981		1.66782e+14
Q9-Y7	265412		4.00956e+12
Q9-Y10	265500		2.82373e+12
Q9-Y11	265559		1.31075e+14
Q9-Z7	274913		3.18896e+12
Q9-Z10	274986		2.26012e+12
Q9-Z11	275034		1.0505e+14
R1-S2	39360.3		3.07752e+14
R1-S3	40804.2		3.06309e+14
R1-T2	61045.7		9.12567e+13
R1-T3	64609.2		1.279e+14
R1-U2	93002.5		5.99211e+13
R1-U3	95672.2		8.94336e+13
R1-V2	117215		4.21812e+13
R1-V3	119266		6.55122e+13
R1-W2	135995		3.11515e+13
R1-W3	137605		4.9556e+13
R1-X2	150855		2.38306e+13
R1-X3	152142		3.85448e+13
R1-Y2	162813		1.87092e+13
R1-Y3	163858		3.06615e+13
R1-Z2	172579		1.49906e+13
R1-Z3	173439		2.48366e+13
R2-R1	18802.8		6.53469e+13
R2-S1	71380.4		2.49382e+12
R2-S4	57017.2		2.80486e+14
R2-T1	79848.5		1.00079e+14
R2-T4	83412		1.72853e+14
R2-U1	111805		7.31884e+13
R2-U4	114475		1.33738e+14
R2-V1	136017		5.49938e+13
R2-V4	138069		1.038e+14
R2-W1	154798		4.22496e+13
R2-W4	156408		8.16723e+13
R2-X1	169658		3.31786e+13
R2-X4	170945		6.53009e+13
R2-Y1	181616		2.65658e+13
R2-Y4	182661		5.29961e+13
R2-Z1	191382		2.16244e+13
R2-Z4	192242		4.35837e+13
R3-R1	16732.8		9.70893e+13
R3-S1	69310.4		2.29977e+11
R3-S4	54947.2		6.10591e+13
R3-S5	56251.5		3.34175e+14
R3-T1	77778.5		2.11926e+14
R3-T4	81342		3.60775e+13
R3-T5	82375.4		2.03731e+14
R3-U1	109735		1.54675e+14
R3-U4	112405		2.75543e+13
R3-U5	113181		1.57672e+14
R3-V1	133947		1.15779e+14
R3-V4	135999		2.11705e+13
R3-V5	136596		1.22584e+14
R3-W1	152728		8.89077e+13
R3-W4	154338		1.65676e+13
R3-W5	154807		9.64962e+13
R3-X1	167588		6.98635e+13
R3-X4	168875		1.3203e+13
R3-X5	169250		7.71532e+13
R3-Y1	179546		5.59638e+13
R3-Y4	180591		1.06876e+13
R3-Y5	180896		6.26181e+13
R3-Z1	189312		4.55566e+13
R3-Z4	190172		8.76958e+12
R3-Z5	190423		5.15066e+13
R4-R2	1632.98		9.60171e+10
R4-R3	3702.99		1.10794e+11
R4-R6	1858.19		7.99088e+10
R4-S2	59796.1		1.14313e+14
R4-S3	61240		8.44166e+12
R4-S6	59957.8		3.71351e+14
R4-T2	81481.5		1.35225e+14
R4-T3	85045		7.8194e+12
R4-T6	86078.4		2.41373e+14
R4-U2	113438		9.67342e+13
R4-U3	116108		5.62706e+12
R4-U6	116884		1.90353e+14
R4-V2	137650		7.14499e+13
R4-V3	139702		4.18326e+12
R4-V6	140299		1.49178e+14
R4-W2	156431		5.42293e+13
R4-W3	158041		3.17937e+12
R4-W6	158510		1.18039e+14
R4-X2	171291		4.22022e+13
R4-X3	172578		2.47222e+12
R4-X6	172953		9.47029e+13
R4-Y2	183249		3.35499e+13
R4-Y3	184294		1.96353e+12
R4-Y6	184599		7.70277e+13
R4-Z2	193015		2.71503e+13
R4-Z3	193875		1.58824e+12
R4-Z6	194126		6.34425e+13
R5-R3	1835.98		1.24399e+11
R5-R7	974.896		1.24104e+10
R5-S3	59373		9.85397e+13
R5-S6	58090.7		2.8758e+13
R5-S7	58779.4		4.10409e+14
R5-T3	83177.9		8.30255e+13
R5-T6	84211.4		1.79279e+13
R5-T7	84712.8		2.61811e+14
R5-U3	114241		5.98211e+13
R5-U6	115017		1.39295e+13
R5-U7	115393		2.05036e+14
R5-V3	137835		4.42378e+13
R5-V6	138432		1.0785e+13
R5-V7	138722		1.6018e+14
R5-W3	156174		3.36285e+13
R5-W6	156643		8.48009e+12
R5-W7	156871		1.26402e+14
R5-X3	170711		2.62115e+13
R5-X6	171086		6.77752e+12
R5-X7	171268		1.01189e+14
R5-Y3	182427		2.08615e+13
R5-Y6	182732		5.49577e+12
R5-Y7	182880		8.21694e+13
R5-Z3	192008		1.68942e+13
R5-Z6	192259		4.51419e+12
R5-Z7	192381		6.75992e+13
R6-R5	8.82658		606.425
R6-R8	1094.29		1.53789e+10
