# Z = 53, A = 127 amu, m = 206.768 au
Line	DeltaE (eV)	W_12 (s^-1)
Q10-^9	141687		1.55737e+09
Q10-^12	141692		6.7338e+12
Q11-Q13	82.2327		3.25575e+06
Q11-R9	37724		6.3767e+12
Q11-R12	37801.3		6.92561e+12
Q11-R13	37856.4		4.57896e+14
Q11-S9	63671.5		2.88448e+12
Q11-S12	63725.8		3.23243e+12
Q11-S13	63764.5		2.14878e+14
Q11-T9	82232.8		1.57037e+12
Q11-T12	82272.4		1.78224e+12
Q11-T13	82300.6		1.18712e+14
Q11-U9	95966.2		9.62504e+11
Q11-U12	95995.9		1.09775e+12
Q11-U13	96017.1		7.34579e+13
Q11-V9	106411		6.39362e+11
Q11-V12	106434		7.32977e+11
Q11-V13	106450		4.9075e+13
Q11-W9	114539		4.50357e+11
Q11-W12	114557		5.18032e+11
Q11-W13	114570		3.46707e+13
Q11-X9	120989		3.31358e+11
Q11-X12	121003		3.8174e+11
Q11-X13	121013		2.5549e+13
Q11-Y9	126191		2.5208e+11
Q11-Y12	126203		2.90538e+11
Q11-Y13	126211		1.94539e+13
Q11-Z9	130449		1.969e+11
Q11-Z12	130458		2.26922e+11
Q11-Z13	130465		1.5205e+13
Q11-[9	133977		1.57133e+11
Q11-[12	133985		1.81043e+11
Q11-[13	133991		1.21403e+13
Q11-\9	136933		1.27653e+11
Q11-\12	136940		1.4703e+11
Q11-\13	136945		9.86701e+12
Q11-]9	139436		1.05278e+11
Q11-]12	139441		1.21223e+11
Q11-]13	139445		8.14072e+12
Q11-^9	141572		8.79544e+10
Q11-^12	141576		1.01249e+11
Q11-^13	141580		6.80344e+12
Q12-R10	37724		2.01215e+12
Q12-R11	37801.3		2.49807e+10
Q12-R14	37856.4		6.01837e+14
Q12-S10	63671.5		7.45048e+11
Q12-S11	63725.8		9.24708e+09
Q12-S14	63764.5		1.67546e+14
Q12-T10	82232.8		3.58084e+11
Q12-T11	82272.4		4.40366e+09
Q12-T14	82300.6		7.17109e+13
Q12-U10	95966.2		2.02653e+11
Q12-U11	95995.9		2.5293e+09
Q12-U14	96017.1		3.80142e+13
Q12-V10	106411		1.26985e+11
Q12-V11	106434		1.58172e+09
Q12-V14	106450		2.2911e+13
Q12-W10	114539		8.55566e+10
Q12-W11	114557		1.05634e+09
Q12-W14	114570		1.50426e+13
Q12-X10	120989		6.08276e+10
Q12-X11	121003		7.45227e+08
Q12-X14	121013		1.04958e+13
Q12-Y10	126191		4.50516e+10
Q12-Y11	126203		5.49371e+08
Q12-Y14	126211		7.66259e+12
Q12-Z10	130449		3.44506e+10
Q12-Z11	130458		4.19258e+08
Q12-Z14	130465		5.7933e+12
Q12-[10	133977		2.7027e+10
Q12-[11	133985		3.28851e+08
Q12-[14	133991		4.50351e+12
Q12-\10	136933		2.16518e+10
Q12-\11	136940		2.63686e+08
Q12-\14	136945		3.58098e+12
Q12-]10	139436		1.76512e+10
Q12-]11	139441		2.153e+08
Q12-]14	139445		2.90134e+12
Q12-^10	141572		1.46043e+10
Q12-^11	141576		1.7848e+08
Q12-^14	141580		2.38814e+12
Q13-R11	37719.1		1.96552e+12
Q13-R14	37774.2		6.65231e+12
Q13-R15	37815.5		6.07556e+14
Q13-S11	63643.5		7.27196e+11
Q13-S14	63682.3		1.84105e+12
Q13-S15	63711.3		1.6899e+14
Q13-T11	82190.2		3.49765e+11
Q13-T14	82218.4		7.85584e+11
Q13-T15	82239.5		7.22942e+13
Q13-U11	95913.7		1.9728e+11
Q13-U14	95934.9		4.14974e+11
Q13-U15	95950.8		3.83206e+13
Q13-V11	106352		1.23592e+11
Q13-V14	106368		2.49914e+11
Q13-V15	106380		2.30884e+13
Q13-W11	114475		8.33661e+10
Q13-W14	114488		1.64013e+11
Q13-W15	114498		1.51553e+13
Q13-X11	120921		5.93316e+10
Q13-X14	120931		1.14352e+11
Q13-X15	120939		1.05731e+13
Q13-Y11	126121		4.3968e+10
Q13-Y14	126129		8.34052e+10
Q13-Y15	126135		7.71863e+12
Q13-Z11	130376		3.36265e+10
Q13-Z14	130383		6.29978e+10
Q13-Z15	130388		5.83562e+12
Q13-[11	133903		2.63768e+10
Q13-[14	133908		4.89292e+10
Q13-[15	133913		4.53642e+12
Q13-\11	136858		2.11247e+10
Q13-\14	136863		3.88762e+10
Q13-\15	136867		3.60714e+12
Q13-]11	139359		1.72153e+10
Q13-]14	139363		3.14771e+10
Q13-]15	139366		2.92248e+12
Q13-^11	141494		1.42383e+10
Q13-^14	141498		2.58945e+10
Q13-^15	141500		2.40543e+12
R1-R3	1258.42		5.22744e+10
R1-S2	26534.1		3.96364e+13
R1-S3	27416.5		3.14027e+13
R1-T2	45470.1		2.945e+13
R1-T3	46112.4		2.44664e+13
R1-U2	59453.7		2.19991e+13
R1-U3	59935.8		1.85444e+13
R1-V2	70072.3		1.67682e+13
R1-V3	70443.2		1.43669e+13
R1-W2	78324.7		1.30546e+13
R1-W3	78616.2		1.12883e+13
R1-X2	84864.9		1.03758e+13
R1-X3	85098.1		9.00907e+12
R1-Y2	90135.8		8.39304e+12
R1-Y3	90325.2		7.30215e+12
R1-Z2	94445.6		6.8895e+12
R1-Z3	94601.6		6.00225e+12
R1-[2	98014.6		5.72621e+12
R1-[3	98144.6		4.99511e+12
R1-\2	101003		4.81114e+12
R1-\3	101113		4.20231e+12
R1-]2	103531		-nan
R1-]3	103624		3.56938e+12
R1-^2	105688		-nan
R1-^3	105768		-nan
R2-R4	1258.42		5.01957e+10
R2-S1	26534.1		2.07867e+13
R2-S4	27416.5		4.37436e+13
R2-T1	45470.1		1.44526e+13
R2-T4	46112.4		3.46158e+13
R2-U1	59453.7		1.02835e+13
R2-U4	59935.8		2.65366e+13
R2-V1	70072.3		7.68063e+12
R2-V4	70443.2		2.05852e+13
R2-W1	78324.7		5.8748e+12
R2-W4	78616.2		1.62059e+13
R2-X1	84864.9		4.5905e+12
R2-X4	85098.1		1.29712e+13
R2-Y1	90135.8		3.65903e+12
R2-Y4	90325.2		1.05424e+13
R2-Z1	94445.6		2.96813e+12
R2-Z4	94601.6		8.68432e+12
R2-[1	98014.6		2.44418e+12
R2-[4	98144.6		7.23819e+12
R2-\1	101003		2.03885e+12
R2-\4	101113		6.09567e+12
R2-]1	103531		-nan
R2-]4	103624		5.18105e+12
R2-^1	105688		-nan
R2-^4	105768		-nan
R3-R5	395.464		1.87901e+09
R3-S1	25275.7		5.23924e+13
R3-S4	26158		1.03439e+13
R3-S5	26435.6		5.86395e+13
R3-T1	44211.6		3.53754e+13
R3-T4	44854		7.77255e+12
R3-T5	45056.2		4.48485e+13
R3-U1	58195.3		2.50976e+13
R3-U4	58677.3		5.84805e+12
R3-U5	58829.2		3.38078e+13
R3-V1	68813.9		1.85455e+13
R3-V4	69184.8		4.46083e+12
R3-V5	69301.7		2.6076e+13
R3-W1	77066.3		1.41202e+13
R3-W4	77357.7		3.47919e+12
R3-W5	77449.7		2.04331e+13
R3-X1	83606.5		1.10345e+13
R3-X4	83839.7		2.77172e+12
R3-X5	83913.3		1.62825e+13
R3-Y1	88877.3		8.80977e+12
R3-Y4	89066.8		2.24644e+12
R3-Y5	89126.6		1.31845e+13
R3-Z1	93187.2		7.15765e+12
R3-Z4	93343.2		1.84651e+12
R3-Z5	93392.5		1.08294e+13
R3-[1	96756.2		5.90053e+12
R3-[4	96886.2		1.53603e+12
R3-[5	96927.3		9.00652e+12
R3-\1	99744.9		4.9248e+12
R3-\4	99854.4		1.2912e+12
R3-\5	99889		7.57272e+12
R3-]1	102273		-nan
R3-]4	102366		1.09558e+12
R3-]5	102395		6.42881e+12
R3-^1	104430		-nan
R3-^4	104509		-nan
R3-^5	104534		5.50471e+12
R4-R6	395.464		1.72674e+09
R4-S2	25275.7		3.76553e+13
R4-S3	26158		2.8235e+12
R4-S6	26435.6		7.82374e+13
R4-T2	44211.6		2.42511e+13
R4-T3	44854		1.86172e+12
R4-T6	45056.2		5.93548e+13
R4-U2	58195.3		1.66298e+13
R4-U3	58677.3		1.2754e+12
R4-U6	58829.2		4.44796e+13
R4-V2	68813.9		1.20752e+13
R4-V3	69184.8		9.34824e+11
R4-V6	69301.7		3.39762e+13
R4-W2	77066.3		9.0606e+12
R4-W3	77357.7		7.03768e+11
R4-W6	77449.7		2.64587e+13
R4-X2	83606.5		6.98908e+12
R4-X3	83839.7		5.42087e+11
R4-X6	83913.3		2.10039e+13
R4-Y2	88877.3		5.5197e+12
R4-Y3	89066.8		4.26931e+11
R4-Y6	89126.6		1.69594e+13
R4-Z2	93187.2		4.44574e+12
R4-Z3	93343.2		3.43018e+11
R4-Z6	93392.5		1.38954e+13
R4-[2	96756.2		3.63986e+12
R4-[3	96886.2		2.80364e+11
R4-[6	96927.3		1.15298e+13
R4-\2	99744.9		3.02154e+12
R4-\3	99854.4		2.32511e+11
R4-\6	99889		9.67354e+12
R4-]2	102273		-nan
R4-]3	102366		1.95226e+11
R4-]6	102395		8.19609e+12
R4-^2	104430		-nan
R4-^3	104509		-nan
R4-^6	104534		7.00538e+12
R5-R7	195.002		2.22044e+08
R5-S3	25762.6		2.78491e+13
R5-S6	26040.2		5.7983e+12
R5-S7	26177.1		8.51118e+13
R5-T3	44458.5		1.81929e+13
R5-T6	44660.8		4.31602e+12
R5-T7	44760.6		6.40325e+13
R5-U3	58281.9		1.25671e+13
R5-U6	58433.8		3.22051e+12
R5-U7	58508.7		4.77268e+13
R5-V3	68789.3		9.10035e+12
R5-V6	68906.3		2.43454e+12
R5-V7	68964		3.64571e+13
R5-W3	76962.3		6.82306e+12
R5-W6	77054.2		1.88773e+12
R5-W7	77099.6		2.83594e+13
R5-X3	83444.2		5.26987e+12
R5-X6	83517.8		1.49765e+12
R5-X7	83554.1		2.2473e+13
R5-Y3	88671.3		4.16944e+12
R5-Y6	88731.1		1.20961e+12
R5-Y7	88760.7		1.81167e+13
R5-Z3	92947.8		3.36334e+12
R5-Z6	92997		9.91155e+11
R5-Z7	93021.4		1.48264e+13
R5-[3	96490.8		2.75661e+12
R5-[6	96531.8		8.2216e+11
R5-[7	96552.1		1.2293e+13
R5-\3	99458.9		2.28981e+12
R5-\6	99493.5		6.89364e+11
R5-\7	99510.6		1.03091e+13
R5-]2	101877		-nan
R5-]3	101970		1.92411e+12
R5-]6	102000		5.83611e+11
R5-]7	102014		8.73222e+12
R5-^2	104034		-nan
R5-^3	104114		-nan
R5-^6	104139		4.98392e+11
R5-^7	104151		7.46254e+12
R6-R8	195.002		1.94015e+08
R6-S4	25762.6		1.87498e+13
R6-S5	26040.2		7.9937e+11
R6-S8	26177.1		1.11622e+14
R6-T4	44458.5		1.14563e+13
R6-T5	44660.8		4.91867e+11
R6-T8	44760.6		8.10144e+13
R6-U4	58281.9		7.54859e+12
R6-U5	58433.8		3.20883e+11
R6-U8	58508.7		5.8868e+13
R6-V4	68789.3		5.3261e+12
R6-V5	68906.3		2.29234e+11
R6-V8	68964		4.39522e+13
R6-W4	76962.3		3.91029e+12
R6-W5	77054.2		1.68843e+11
R6-W8	77099.6		3.36447e+13
R6-X4	83444.2		2.9658e+12
R6-X5	83517.8		1.27544e+11
R6-X8	83554.1		2.63527e+13
R6-Y4	88671.3		2.31145e+12
R6-Y5	88731.1		9.88398e+10
R6-Y8	88760.7		2.10502e+13
R6-Z4	92947.8		1.84219e+12
R6-Z5	92997		7.8404e+10
R6-Z8	93021.4		1.70959e+13
R6-[4	96490.8		1.49546e+12
R6-[5	96531.8		6.34484e+10
R6-[8	96552.1		1.40825e+13
R6-\4	99458.9		1.23276e+12
R6-\5	99493.5		5.22119e+10
R6-\8	99510.6		1.17435e+13
R6-]4	101970		1.02952e+12
R6-]5	102000		4.35716e+10
R6-]8	102014		9.89902e+12
R6-^4	104114		-nan
R6-^5	104139		3.67951e+10
R6-^8	104151		8.4241e+12
R7-R9	116.321		4.27265e+07
R7-S5	25845.2		1.6848e+13
R7-S8	25982.1		4.18308e+12
R7-S9	26063.8		1.1607e+14
R7-T5	44465.8		1.03105e+13
R7-T8	44565.6		3.00245e+12
R7-T9	44625.1		8.39442e+13
R7-U5	58238.8		6.82036e+12
R7-U8	58313.7		2.17861e+12
R7-U9	58358.5		6.08311e+13
R7-V5	68711.3		4.78792e+12
R7-V8	68769		1.61221e+12
R7-V9	68803.5		4.54479e+13
R7-W5	76859.2		3.50906e+12
R7-W8	76904.6		1.23116e+12
R7-W9	76931.7		3.47687e+13
R7-X5	83322.8		2.6643e+12
R7-X8	83359.1		9.65069e+11
R7-X9	83380.8		2.72018e+13
R7-Y5	88536.1		2.08012e+12
R7-Y8	88565.7		7.71667e+11
R7-Y9	88583.3		2.17073e+13
R7-Z5	92802		1.66022e+12
R7-Z8	92826.4		6.2694e+11
R7-Z9	92840.9		1.76183e+13
R7-[5	96336.8		1.34897e+12
R7-[8	96357.1		5.16303e+11
R7-[9	96369.2		1.45077e+13
R7-\5	99298.5		1.1125e+12
R7-\8	99315.6		4.30269e+11
R7-\9	99325.8		1.20962e+13
R7-]5	101805		9.29183e+11
R7-]8	101819		3.6238e+11
R7-]9	101828		1.01957e+13
R7-^4	103919		-nan
R7-^5	103944		7.84645e+11
R7-^8	103956		3.08105e+11
R7-^9	103964		8.67665e+12
R8-R10	116.321		3.47389e+07
R8-S6	25845.2		1.05816e+13
R8-S7	25982.1		2.76253e+11
R8-S10	26063.8		1.50532e+14
R8-T6	44465.8		5.93869e+12
R8-T7	44565.6		1.55601e+11
R8-T10	44625.1		1.00961e+14
R8-U6	58238.8		3.69987e+12
R8-U7	58313.7		9.56428e+10
R8-U10	58358.5		6.94588e+13
R8-V6	68711.3		2.50819e+12
R8-V7	68769		6.59659e+10
R8-V10	68803.5		4.98346e+13
R8-W6	76859.2		1.78771e+12
R8-W7	76904.6		4.71573e+10
R8-W10	76931.7		3.7031e+13
R8-X6	83322.8		1.32584e+12
R8-X7	83359.1		3.47339e+10
R8-X10	83380.8		2.83463e+13
R8-Y6	88536.1		1.0155e+12
R8-Y7	88565.7		2.63828e+10
R8-Y10	88583.3		2.22331e+13
R8-Z6	92802		7.98219e+11
R8-Z7	92826.4		2.06081e+10
R8-Z10	92840.9		1.77918e+13
R8-[6	96336.8		6.4075e+11
R8-[7	96357.1		1.64815e+10
R8-[10	96369.2		1.44791e+13
R8-\6	99298.5		5.23327e+11
R8-\7	99315.6		1.34391e+10
R8-\10	99325.8		1.19534e+13
R8-]6	101805		4.33676e+11
R8-]7	101819		1.11341e+10
R8-]10	101828		9.99116e+12
R8-^6	103944		3.63863e+11
R8-^7	103956		9.34753e+09
R8-^10	103964		8.44191e+12
R9-R11	77.3067		1.04324e+07
R9-S7	25865.8		1.00166e+13
R9-S10	25947.5		3.43168e+12
R9-S11	26001.8		1.53924e+14
R9-T7	44449.3		5.61956e+12
R9-T10	44508.8		2.28373e+12
R9-T11	44548.4		1.03037e+14
R9-U7	58197.4		3.51201e+12
R9-U10	58242.2		1.56943e+12
R9-U11	58271.9		7.07784e+13
R9-V7	68652.7		2.36795e+12
R9-V10	68687.2		1.11759e+12
R9-V11	68710.1		5.08104e+13
R9-W7	76788.3		1.68538e+12
R9-W10	76815.4		8.29584e+11
R9-W11	76833.4		3.77362e+13
R9-X7	83242.8		1.25175e+12
R9-X10	83264.5		6.3582e+11
R9-X11	83278.9		2.88621e+13
R9-Y7	88449.4		9.60599e+11
R9-Y10	88467		4.99138e+11
R9-Y11	88478.7		2.26238e+13
R9-Z7	92710		7.56145e+11
R9-Z10	92724.6		3.99433e+11
R9-Z11	92734.2		1.80985e+13
R9-[7	96240.8		6.07445e+11
R9-[10	96252.9		3.24861e+11
R9-[11	96261		1.47268e+13
R9-\7	99199.3		4.96247e+11
R9-\10	99209.5		2.67938e+11
R9-\11	99216.3		1.21577e+13
R9-]7	101703		4.11191e+11
R9-]10	101712		2.2372e+11
R9-]11	101717		1.01622e+13
R9-^7	103840		3.44891e+11
R9-^10	103848		1.88834e+11
R9-^11	103853		8.58681e+12
R10-R12	77.3067		7.49309e+06
R10-S8	25865.8		5.67858e+12
R10-S9	25947.5		9.90818e+10
R10-S12	26001.8		1.97986e+14
R10-T8	44449.3		2.84829e+12
R10-T9	44508.8		4.98007e+10
R10-T12	44548.4		1.15429e+14
R10-U8	58197.4		1.65002e+12
R10-U9	58242.2		2.84423e+10
R10-U12	58271.9		7.24054e+13
R10-V8	68652.7		1.06193e+12
R10-V9	68687.2		1.8693e+10
R10-V12	68710.1		4.8676e+13
R10-W8	76788.3		7.28605e+11
R10-W9	76815.4		1.28363e+10
R10-W12	76833.4		3.44871e+13
R10-X8	83242.8		5.25115e+11
R10-X9	83264.5		9.15645e+09
R10-X12	83278.9		2.54584e+13
R10-Y8	88449.4		3.93385e+11
R10-Y9	88467		6.78849e+09
R10-Y12	88478.7		1.94084e+13
R10-Z8	92710		3.03812e+11
R10-Z9	92724.6		5.20764e+09
R10-Z12	92734.2		1.5182e+13
R10-[8	96240.8		2.40407e+11
R10-[9	96252.9		4.10828e+09
R10-[12	96261		1.21289e+13
R10-\8	99199.3		1.94036e+11
R10-\9	99209.5		3.31444e+09
R10-\12	99216.3		9.86152e+12
R10-]8	101703		1.59205e+11
R10-]9	101712		2.72266e+09
R10-]12	101717		8.13847e+12
R10-^8	103840		1.32455e+11
R10-^9	103848		2.26979e+09
R10-^12	103853		6.8031e+12
R11-R13	55.1145		2.75762e+06
R11-S9	25870.2		5.49176e+12
R11-S12	25924.5		3.04345e+12
R11-S13	25963.2		2.0084e+14
R11-T9	44431.5		2.75268e+12
R11-T12	44471.1		1.76367e+12
R11-T13	44499.3		1.1695e+14
R11-U9	58164.8		1.59822e+12
R11-U12	58194.6		1.10437e+12
R11-U13	58215.8		7.3297e+13
R11-V9	68609.8		1.02332e+12
R11-V12	68632.8		7.38286e+11
R11-V13	68649.1		4.92878e+13
R11-W9	76738.1		7.01743e+11
R11-W12	76756.1		5.23019e+11
R11-W13	76769		3.49044e+13
R11-X9	83187.2		5.06719e+11
R11-X12	83201.6		3.86442e+11
R11-X13	83211.9		2.57528e+13
R11-Y9	88389.7		3.80318e+11
R11-Y12	88401.4		2.94631e+11
R11-Y13	88409.8		1.96266e+13
R11-Z9	92647.3		2.94038e+11
R11-Z12	92656.9		2.3031e+11
R11-Z13	92663.8		1.53508e+13
R11-[9	96175.6		2.32749e+11
R11-[12	96183.7		1.83791e+11
R11-[13	96189.4		1.22635e+13
R11-\9	99132.2		1.8782e+11
R11-\12	99139		1.49256e+11
R11-\13	99143.8		9.97134e+12
R11-]9	101634		1.54032e+11
R11-]12	101640		1.2304e+11
R11-]13	101644		8.22938e+12
R11-^9	103770		1.28074e+11
R11-^12	103775		1.0275e+11
R11-^13	103779		6.87918e+12
R12-R14	55.1145		1.47769e+06
R12-S10	25870.2		2.60531e+12
R12-S11	25924.5		3.24129e+10
R12-S14	25963.2		2.56682e+14
R12-T10	44431.5		1.12513e+12
R12-T11	44471.1		1.40067e+10
R12-T14	44499.3		1.15942e+14
R12-U10	58164.8		5.9222e+11
R12-U11	58194.6		7.28965e+09
R12-U14	58215.8		6.23383e+13
R12-V10	68609.8		3.56015e+11
R12-V11	68632.8		4.47129e+09
R12-V14	68649.1		3.77977e+13
R12-W10	76738.1		2.3252e+11
R12-W11	76756.1		2.9091e+09
R12-W14	76769		2.48856e+13
R12-X10	83187.2		1.61537e+11
R12-X11	83201.6		1.99559e+09
R12-X14	83211.9		1.73934e+13
R12-Y10	88389.7		1.17624e+11
R12-Y11	88401.4		1.43906e+09
R12-Y14	88409.8		1.27132e+13
R12-Z10	92647.3		8.8807e+10
R12-Z11	92656.9		1.08179e+09
R12-Z14	92663.8		9.61962e+12
R12-[10	96175.6		6.89872e+10
R12-[11	96183.7		8.40186e+08
R12-[14	96189.4		7.48219e+12
R12-\10	99132.2		5.48348e+10
R12-\11	99139		6.69306e+08
R12-\14	99143.8		5.95184e+12
R12-]10	101634		4.44174e+10
R12-]11	101640		5.43988e+08
R12-]14	101644		4.82361e+12
R12-^10	103770		3.65542e+10
R12-^11	103775		4.49387e+08
R12-^14	103779		3.97124e+12
R13-R15	41.2836		628055
R13-S11	25869.3		2.54713e+12
R13-S14	25908.1		2.84396e+12
R13-S15	25937.1		2.59245e+14
R13-T11	44416		1.09927e+12
R13-T14	44444.2		1.27802e+12
R13-T15	44465.4		1.17002e+14
R13-U11	58139.5		5.7937e+11
R13-U14	58160.7		6.8564e+11
R13-U15	58176.6		6.28757e+13
R13-V11	68577.6		3.46831e+11
R13-V14	68594		4.14005e+11
R13-V15	68606.2		3.81266e+13
R13-W11	76701		2.26571e+11
R13-W14	76713.8		2.72605e+11
R13-W15	76723.5		2.50919e+13
R13-X11	83146.5		1.57702e+11
R13-X14	83156.8		1.90585e+11
R13-X15	83164.5		1.75317e+13
R13-Y11	88346.3		1.14997e+11
R13-Y14	88354.7		1.39219e+11
R13-Y15	88360.9		1.28125e+13
R13-Z11	92601.8		8.68695e+10
R13-Z14	92608.7		1.05222e+11
R13-Z15	92613.9		9.69474e+12
R13-[11	96128.5		6.74715e+10
R13-[14	96134.3		8.17388e+10
R13-[15	96138.6		7.54093e+12
R13-\11	99083.9		5.36009e+10
R13-\14	99088.7		6.49452e+10
R13-\15	99092.3		5.99884e+12
R13-]11	101585		4.3387e+10
R13-]14	101589		5.25827e+10
R13-]15	101592		4.86181e+12
R13-^11	103720		3.56797e+10
R13-^14	103724		4.32564e+10
R13-^15	103726		4.00264e+12
R14-S12	25869.3		8.09411e+11
R14-S13	25908.1		7.53111e+09
R14-S16	25937.1		3.29643e+14
R14-T12	44416		2.83507e+11
R14-T13	44444.2		2.63707e+09
R14-T16	44465.4		8.67304e+13
R14-U12	58139.5		1.30847e+11
R14-U13	58160.7		1.20673e+09
R14-U16	58176.6		3.5621e+13
R14-V12	68577.6		7.18187e+10
R14-V13	68594		6.7443e+08
R14-V16	68606.2		1.8308e+13
R14-W12	76701		4.39489e+10
R14-W13	76713.8		4.09328e+08
R14-W16	76723.5		1.07772e+13
R14-X12	83146.5		2.90886e+10
R14-X13	83156.8		2.67271e+08
R14-X16	83164.5		6.94815e+12
R14-Y12	88346.3		2.04039e+10
R14-Y13	88354.7		1.86064e+08
R14-Y16	88360.9		4.77911e+12
R14-Z12	92601.8		1.49545e+10
R14-Z13	92608.7		1.36226e+08
R14-Z16	92613.9		3.44963e+12
R14-[12	96128.5		1.13405e+10
R14-[13	96134.3		1.03607e+08
R14-[16	96138.6		2.58447e+12
R14-\12	99083.9		8.83686e+09
R14-\13	99088.7		8.11128e+07
R14-\16	99092.3		1.99442e+12
R14-]12	101585		7.04037e+09
R14-]13	101589		6.49581e+07
R14-]16	101592		1.57651e+12
R14-^12	103720		5.71354e+09
R14-^13	103724		5.29852e+07
R14-^16	103726		1.27117e+12
R15-S13	25866.8		7.96311e+11
R15-S16	25895.8		2.75903e+12
R15-S17	25918.3		3.32054e+14
R15-T13	44402.9		2.78749e+11
R15-T16	44424.1		7.22548e+11
R15-T17	44440.5		8.73119e+13
R15-U13	58119.4		1.28732e+11
R15-U16	58135.3		2.96014e+11
R15-U17	58147.6		3.58478e+13
R15-V13	68552.7		7.04249e+10
R15-V16	68564.9		1.51681e+11
R15-V17	68574.4		1.84238e+13
R15-W13	76672.6		4.31314e+10
R15-W16	76682.2		8.92773e+10
R15-W17	76689.7		1.08421e+13
R15-X13	83115.5		2.85965e+10
R15-X16	83123.2		5.75314e+10
R15-X17	83129.2		6.98875e+12
R15-Y13	88313.4		2.00761e+10
R15-Y16	88319.7		3.95271e+10
R15-Y17	88324.5		4.80685e+12
R15-Z13	92567.4		1.47133e+10
R15-Z16	92572.6		2.84939e+10
R15-Z17	92576.6		3.46973e+12
R15-[13	96093		1.11508e+10
R15-[16	96097.3		2.13227e+10
R15-[17	96100.7		2.59962e+12
R15-\13	99047.4		8.68175e+09
R15-\16	99051		1.64393e+10
R15-\17	99053.9		2.00614e+12
R15-]13	101548		6.91087e+09
R15-]16	101551		1.29855e+10
R15-]17	101553		1.58575e+12
R15-^13	103682		5.60409e+09
R15-^16	103685		1.0465e+10
R15-^17	103687		1.27858e+12
S1-S3	882.35		2.90122e+10
S1-T2	18936		2.19034e+13
S1-T3	19578.3		1.72985e+13
S1-U2	32919.6		1.66949e+13
S1-U3	33401.7		1.38195e+13
S1-V2	43538.2		1.27513e+13
S1-V3	43909.1		1.06991e+13
S1-W2	51790.6		9.89819e+12
S1-W3	52082.1		8.45217e+12
S1-X2	58330.8		7.82853e+12
S1-X3	58564		6.74419e+12
S1-Y2	63601.7		6.31265e+12
S1-Y3	63791.1		5.4544e+12
S1-Z2	67911.5		5.17306e+12
S1-Z3	68067.5		4.47465e+12
S1-[2	71480.5		4.29501e+12
S1-[3	71610.5		3.71896e+12
S1-\2	74469.3		3.60537e+12
S1-\3	74578.7		3.12619e+12
S1-]2	76997		-nan
S1-]3	77090		2.65399e+12
S1-^2	79153.8		-nan
S1-^3	79233.6		-nan
S2-S4	882.35		2.81299e+10
S2-T1	18936		1.23066e+13
S2-T4	19578.3		2.33251e+13
S2-U1	32919.6		8.81587e+12
S2-U4	33401.7		1.89636e+13
S2-V1	43538.2		6.4192e+12
S2-V4	43909.1		1.48825e+13
S2-W1	51790.6		4.89561e+12
S2-W4	52082.1		1.17779e+13
S2-X1	58330.8		3.80308e+12
S2-X4	58564		9.42883e+12
S2-Y1	63601.7		3.0099e+12
S2-Y4	63791.1		7.66008e+12
S2-Z1	67911.5		2.42714e+12
S2-Z4	68067.5		6.3094e+12
S2-[1	71480.5		1.99017e+12
S2-[4	71610.5		5.25921e+12
S2-\1	74469.3		1.65523e+12
S2-\4	74578.7		4.4294e+12
S2-]1	76997		-nan
S2-]4	77090		3.76474e+12
S2-^1	79153.8		-nan
S2-^4	79233.6		-nan
S3-S5	277.589		1.05627e+09
S3-T1	18053.6		3.0947e+13
S3-T4	18695.9		5.57116e+12
S3-T5	18898.2		3.15131e+13
S3-U1	32037.3		2.15121e+13
S3-U4	32519.3		4.30333e+12
S3-U5	32671.2		2.47751e+13
S3-V1	42655.9		1.56254e+13
S3-V4	43026.8		3.31895e+12
S3-V5	43143.7		1.91092e+13
S3-W1	50908.2		1.17696e+13
S3-W4	51199.7		2.57955e+12
S3-W5	51291.7		1.50527e+13
S3-X1	57448.5		9.10247e+12
S3-X4	57681.6		2.04588e+12
S3-X5	57755.2		1.19932e+13
S3-Y1	62719.3		7.21343e+12
S3-Y4	62908.8		1.65568e+12
S3-Y5	62968.6		9.69351e+12
S3-Z1	67029.2		5.83202e+12
S3-Z4	67185.2		1.36087e+12
S3-Z5	67234.5		7.9498e+12
S3-[1	70598.2		4.79134e+12
S3-[4	70728.2		1.1322e+12
S3-[5	70769.3		6.6055e+12
S3-\1	73586.9		3.98852e+12
S3-\4	73696.4		9.51595e+11
S3-\5	73731		5.55109e+12
S3-]1	76114.6		-nan
S3-]4	76207.7		8.07046e+11
S3-]5	76237.1		4.71121e+12
S3-^1	78271.5		-nan
S3-^4	78351.2		-nan
S3-^5	78376.4		4.03324e+12
S4-S6	277.589		9.89928e+08
S4-T2	18053.6		2.31516e+13
S4-T3	18695.9		1.75033e+12
S4-T6	18898.2		4.0911e+13
S4-U2	32037.3		1.54344e+13
S4-U3	32519.3		1.19628e+12
S4-U6	32671.2		3.21196e+13
S4-V2	42655.9		1.08586e+13
S4-V3	43026.8		8.39994e+11
S4-V6	43143.7		2.47605e+13
S4-W2	50908.2		8.06056e+12
S4-W3	51199.7		6.31027e+11
S4-W6	51291.7		1.93624e+13
S4-X2	57448.5		6.14941e+12
S4-X3	57681.6		4.83062e+11
S4-X6	57755.2		1.53703e+13
S4-Y2	62719.3		4.80926e+12
S4-Y3	62908.8		3.76692e+11
S4-Y6	62968.6		1.24063e+13
