# Z = 6, A = 12 amu, m = 206.768 au
Line	DeltaE (eV)	W_12 (s^-1)
Q11-T13	699.356		1.25989e+10
Q11-U9	873.472		1.05534e+08
Q11-U12	873.477		1.26336e+08
Q11-U13	873.481		8.34045e+09
Q11-V9	1005.91		7.27669e+07
Q11-V12	1005.91		8.77334e+07
Q11-V13	1005.92		5.79078e+09
Q11-W9	1108.98		5.24463e+07
Q11-W12	1108.98		6.35243e+07
Q11-W13	1108.98		4.19284e+09
Q11-X9	1190.76		3.9173e+07
Q11-X12	1190.76		4.75983e+07
Q11-X13	1190.76		3.14197e+09
Q11-Y9	1256.74		3.01151e+07
Q11-Y12	1256.74		3.66787e+07
Q11-Y13	1256.74		2.42141e+09
Q11-Z9	1310.73		2.37058e+07
Q11-Z12	1310.74		2.89256e+07
Q11-Z13	1310.74		1.90971e+09
Q11-[9	1355.49		1.90317e+07
Q11-[12	1355.49		2.32565e+07
Q11-[13	1355.49		1.53547e+09
Q11-\9	1392.99		1.55354e+07
Q11-\12	1392.99		1.90067e+07
Q11-\13	1392.99		1.25489e+09
Q11-]9	1424.73		1.28628e+07
Q11-]12	1424.73		1.57523e+07
Q11-]13	1424.73		1.04e+09
Q11-^9	1451.82		1.07816e+07
Q11-^12	1451.82		1.32142e+07
Q11-^13	1451.82		8.72383e+08
R1-R3	0.0993003		2.11815
R1-S2	319.864		5.74893e+09
R1-S3	319.992		5.73431e+09
R1-T2	231.256		1.81904e+09
R1-T3	231.352		1.816e+09
R1-U2	405.422		1.81141e+09
R1-U3	405.494		1.80838e+09
R1-V2	537.887		1.557e+09
R1-V3	537.943		1.55472e+09
R1-W2	640.974		1.29666e+09
R1-W3	641.018		1.29462e+09
R1-X2	722.769		1.07453e+09
R1-X3	722.804		1.07286e+09
R1-Y2	788.757		8.93617e+08
R1-Y3	788.785		8.92308e+08
R1-Z2	842.762		7.48045e+08
R1-Z3	842.785		7.47019e+08
R1-[2	887.52		6.30902e+08
R1-[3	887.539		6.3008e+08
R1-\2	925.027		5.36163e+08
R1-\3	925.043		5.35488e+08
R1-]2	956.769		-nan
R1-]3	956.783		4.58441e+08
R1-^2	983.869		-nan
R1-^3	983.881		-nan
R2-R1	0.085247		1.33981
R2-R4	1.01829		2177.2
R2-S1	319.882		2.99864e+09
R2-S4	320.907		7.62158e+09
R2-T1	231.341		8.88973e+08
R2-T4	231.438		2.44912e+09
R2-U1	405.507		8.47853e+08
R2-U4	405.58		2.45345e+09
R2-V1	537.972		7.08148e+08
R2-V4	538.028		2.11569e+09
R2-W1	641.059		5.7748e+08
R2-W4	641.103		1.76507e+09
R2-X1	722.854		4.71145e+08
R2-X4	722.89		1.46433e+09
R2-Y1	788.842		3.87171e+08
R2-Y4	788.87		1.2187e+09
R2-Z1	842.847		3.21059e+08
R2-Z4	842.871		1.02069e+09
R2-[1	887.605		2.68723e+08
R2-[4	887.624		8.61159e+08
R2-\1	925.112		2.2694e+08
R2-\4	925.129		7.32027e+08
R2-]1	956.854		-nan
R2-]4	956.868		6.268e+08
R2-^1	983.955		-nan
R2-^4	983.967		-nan
R3-R4	0.833747		238.987
R3-R5	0.895205		1775.21
R3-S1	319.697		6.01625e+09
R3-S4	320.722		1.52709e+09
R3-S5	320.765		9.156e+09
R3-T1	231.157		1.78191e+09
R3-T4	231.253		4.90148e+08
R3-T5	231.285		2.93976e+09
R3-U1	405.323		1.69988e+09
R3-U4	405.395		4.91042e+08
R3-U5	405.419		2.94508e+09
R3-V1	537.788		1.41959e+09
R3-V4	537.843		4.23371e+08
R3-V5	537.862		2.53973e+09
R3-W1	640.875		1.1579e+09
R3-W4	640.918		3.53235e+08
R3-W5	640.933		2.1186e+09
R3-X1	722.67		9.44745e+08
R3-X4	722.705		2.93041e+08
R3-X5	722.717		1.75755e+09
R3-Y1	788.657		7.76311e+08
R3-Y4	788.686		2.43864e+08
R3-Y5	788.695		1.46275e+09
R3-Z1	842.663		6.43697e+08
R3-Z4	842.686		2.04226e+08
R3-Z5	842.694		1.22511e+09
R3-[1	887.42		5.38735e+08
R3-[4	887.44		1.72295e+08
R3-[5	887.446		1.03364e+09
R3-\1	924.927		4.54953e+08
R3-\4	924.944		1.46454e+08
R3-\5	924.949		8.78641e+08
R3-]1	956.669		-nan
R3-]4	956.684		1.254e+08
R3-]5	956.688		7.52331e+08
R3-^1	983.77		-nan
R3-^4	983.782		-nan
R3-^5	983.786		6.4863e+08
R4-R6	1.1184		3176.26
R4-S2	318.931		4.24306e+09
R4-S3	319.059		4.22667e+08
R4-S6	321.046		1.21122e+10
R4-T2	230.323		1.17085e+09
R4-T3	230.419		1.16706e+08
R4-T6	230.451		3.83404e+09
R4-U2	404.489		1.07873e+09
R4-U3	404.561		1.07504e+08
R4-U6	404.585		3.813e+09
R4-V2	536.954		8.79164e+08
R4-V3	537.01		8.76265e+07
R4-V6	537.028		3.26486e+09
R4-W2	640.041		7.04238e+08
R4-W3	640.085		7.01763e+07
R4-W6	640.099		2.7075e+09
R4-X2	721.836		5.66781e+08
R4-X3	721.871		5.6476e+07
R4-X6	721.883		2.23501e+09
R4-Y2	787.824		4.60802e+08
R4-Y3	787.852		4.59189e+07
R4-Y6	787.862		1.85244e+09
R4-Z2	841.829		3.78859e+08
R4-Z3	841.852		3.7756e+07
R4-Z6	841.86		1.54615e+09
R4-[2	886.587		3.14901e+08
R4-[3	886.606		3.13838e+07
R4-[6	886.613		1.30074e+09
R4-\2	924.094		2.64416e+08
R4-\3	924.11		2.63529e+07
R4-\6	924.116		1.10301e+09
R4-]2	955.836		-nan
R4-]3	955.85		2.23354e+07
R4-]6	955.854		9.425e+08
R4-^2	982.936		-nan
R4-^3	982.948		-nan
R4-^6	982.952		8.11154e+08
R5-R6	1.05694		191.478
R5-R7	1.08766		3130.24
R5-S3	318.997		3.80856e+09
R5-S6	320.984		8.65552e+08
R5-S7	321.006		1.29796e+10
R5-T3	230.358		1.05132e+09
R5-T6	230.39		2.73871e+08
R5-T7	230.406		4.10765e+09
R5-U3	404.5		9.68568e+08
R5-U6	404.524		2.72372e+08
R5-U7	404.536		4.08514e+09
R5-V3	536.948		7.89295e+08
R5-V6	536.967		2.33184e+08
R5-V7	536.976		3.49799e+09
R5-W3	640.023		6.32333e+08
R5-W6	640.038		1.93401e+08
R5-W7	640.045		2.90064e+09
R5-X3	721.81		5.0892e+08
R5-X6	721.821		1.59647e+08
R5-X7	721.827		2.39442e+09
R5-Y3	787.791		4.13739e+08
R5-Y6	787.8		1.32309e+08
R5-Y7	787.805		1.98459e+09
R5-Z3	841.791		3.40145e+08
R5-Z6	841.799		1.10424e+08
R5-Z7	841.803		1.65648e+09
R5-[3	886.545		2.82712e+08
R5-[6	886.551		9.28932e+07
R5-[7	886.555		1.39357e+09
R5-\3	924.049		2.37383e+08
R5-\6	924.054		7.87708e+07
R5-\7	924.057		1.18172e+09
R5-]2	955.774		-nan
R5-]3	955.788		2.01194e+08
R5-]6	955.793		6.73083e+07
R5-]7	955.795		1.00975e+09
R5-^2	982.875		-nan
R5-^3	982.887		-nan
R5-^6	982.891		5.79288e+07
R5-^7	982.893		8.69015e+08
R6-R8	1.3776		5557.59
R6-S4	318.77		2.53853e+09
R6-S5	318.813		1.20707e+08
R6-S8	321.399		1.69947e+10
R6-T4	229.301		6.49661e+08
R6-T5	229.333		3.08971e+07
R6-T8	229.349		5.14115e+09
R6-U4	403.443		5.72394e+08
R6-U5	403.467		2.7219e+07
R6-U8	403.479		4.98526e+09
R6-V4	535.891		4.51983e+08
R6-V5	535.91		2.14977e+07
R6-V8	535.919		4.18338e+09
R6-W4	638.966		3.53721e+08
R6-W5	638.981		1.68181e+07
R6-W8	638.988		3.4148e+09
R6-X4	720.753		2.79672e+08
R6-X5	720.765		1.32966e+07
R6-X8	720.77		2.78374e+09
R6-Y4	786.734		2.2424e+08
R6-Y5	786.743		1.06625e+07
R6-Y8	786.748		2.28407e+09
R6-Z4	840.734		1.82325e+08
R6-Z5	840.742		8.67063e+06
R6-Z8	840.746		1.89079e+09
R6-[4	885.488		1.50181e+08
R6-[5	885.494		7.14258e+06
R6-[8	885.498		1.57991e+09
R6-\4	922.992		1.25166e+08
R6-\5	922.997		5.95304e+06
R6-\8	923		1.33216e+09
R6-]4	954.731		1.05425e+08
R6-]5	954.736		5.01406e+06
R6-]8	954.738		1.13287e+09
R6-^4	981.83		-nan
R6-^5	981.834		4.26329e+06
R6-^8	981.836		9.71023e+08
R7-R8	1.34689		192.363
R7-R9	1.36531		5610.61
R7-S5	318.782		2.41578e+09
R7-S8	321.368		6.29528e+08
R7-S9	321.381		1.76247e+10
R7-T5	229.302		6.18283e+08
R7-T8	229.318		1.90399e+08
R7-T9	229.328		5.33116e+09
R7-U5	403.436		5.44748e+08
R7-U8	403.448		1.84626e+08
R7-U9	403.456		5.16952e+09
R7-V5	535.879		4.30109e+08
R7-V8	535.888		1.5491e+08
R7-V9	535.894		4.3381e+09
R7-W5	638.95		3.36647e+08
R7-W8	638.958		1.26467e+08
R7-W9	638.962		3.54093e+09
R7-X5	720.734		2.66175e+08
R7-X8	720.74		1.03092e+08
R7-X9	720.743		2.88655e+09
R7-Y5	786.712		2.13405e+08
R7-Y8	786.717		8.458e+07
R7-Y9	786.72		2.36846e+09
R7-Z5	840.711		1.73505e+08
R7-Z8	840.715		7.00121e+07
R7-Z9	840.717		1.96067e+09
R7-[5	885.464		1.42911e+08
R7-[8	885.467		5.8499e+07
R7-[9	885.469		1.6383e+09
R7-\5	922.967		1.19105e+08
R7-\8	922.969		4.93254e+07
R7-\9	922.971		1.38137e+09
R7-]5	954.705		1.0032e+08
R7-]8	954.708		4.19468e+07
R7-]9	954.709		1.17469e+09
R7-^4	981.799		-nan
R7-^5	981.803		8.53019e+07
R7-^8	981.805		3.59548e+07
R7-^9	981.807		1.00684e+09
R8-R10	1.70307		8862.22
R8-S6	318.55		1.51346e+09
R8-S7	318.571		4.20066e+07
R8-S10	321.857		2.29067e+10
R8-T6	227.955		3.51163e+08
R8-T7	227.971		9.74743e+06
R8-T10	227.981		6.34122e+09
R8-U6	402.089		2.9239e+08
R8-U7	402.101		8.11516e+06
R8-U10	402.109		5.84583e+09
R8-V6	534.532		2.21787e+08
R8-V7	534.541		6.15728e+06
R8-V10	534.547		4.72241e+09
R8-W6	637.603		1.68504e+08
R8-W7	637.611		4.67582e+06
R8-W10	637.615		3.74482e+09
R8-X6	719.387		1.30252e+08
R8-X7	719.393		3.61424e+06
R8-X10	719.396		2.98481e+09
R8-Y6	785.366		1.02602e+08
R8-Y7	785.37		2.84759e+06
R8-Y10	785.373		2.4057e+09
R8-Z6	839.364		8.22513e+07
R8-Z7	839.368		2.28319e+06
R8-Z10	839.37		1.96299e+09
R8-[6	884.117		6.69744e+07
R8-[7	884.12		1.85931e+06
R8-[10	884.122		1.621e+09
R8-\6	921.62		5.52906e+07
R8-\7	921.622		1.53498e+06
R8-\10	921.624		1.35348e+09
R8-]6	953.358		4.62014e+07
R8-]7	953.361		1.28262e+06
R8-]10	953.362		1.14157e+09
R8-^6	980.456		3.90219e+07
R8-^7	980.458		1.08325e+06
R8-^10	980.46		9.71688e+08
R9-R10	1.68466		194.941
R9-R11	1.69692		8965.9
R9-S7	318.553		1.4709e+09
R9-S10	321.839		5.20628e+08
R9-S11	321.847		2.34272e+10
R9-T7	227.953		3.41292e+08
R9-T10	227.963		1.44103e+08
R9-T11	227.969		6.48493e+09
R9-U7	402.083		2.84173e+08
R9-U10	402.09		1.32844e+08
R9-U11	402.095		5.97832e+09
R9-V7	534.523		2.15536e+08
R9-V10	534.529		1.07305e+08
R9-V11	534.532		4.8295e+09
R9-W7	637.592		1.63775e+08
R9-W10	637.597		8.51021e+07
R9-W11	637.6		3.82962e+09
R9-X7	719.374		1.26595e+08
R9-X10	719.378		6.78271e+07
R9-X11	719.38		3.05241e+09
R9-Y7	785.352		9.97157e+07
R9-Y10	785.355		5.46627e+07
R9-Y11	785.357		2.46021e+09
R9-Z7	839.35		7.99326e+07
R9-Z10	839.352		4.46011e+07
R9-Z11	839.354		2.00748e+09
R9-[7	884.102		6.50845e+07
R9-[10	884.104		3.683e+07
R9-[11	884.105		1.65771e+09
R9-\7	921.604		5.373e+07
R9-\10	921.606		3.07521e+07
R9-\11	921.607		1.38411e+09
R9-]7	953.342		4.48979e+07
R9-]10	953.344		2.59378e+07
R9-]11	953.345		1.16737e+09
R9-^7	980.44		3.79216e+07
R9-^10	980.441		2.20781e+07
R9-^11	980.442		9.93598e+08
R10-R12	2.06567		11635.7
R10-S8	318.318		8.35162e+08
R10-S9	318.331		1.51767e+07
R10-T8	226.268		1.70782e+08
R10-T9	226.278		3.10359e+06
R10-T12	226.284		7.17087e+09
R10-U8	400.398		1.32269e+08
R10-U9	400.406		2.40347e+06
R10-U12	400.41		6.05176e+09
R10-V8	532.838		9.53001e+07
R10-V9	532.844		1.73219e+06
R10-V12	532.848		4.58804e+09
R10-W8	635.908		6.9714e+07
R10-W9	635.912		1.26645e+06
R10-W12	635.915		3.47118e+09
R10-X8	717.69		5.23554e+07
R10-X9	717.693		951139
R10-X12	717.696		2.66916e+09
R10-Y8	783.667		4.0321e+07
R10-Y9	783.67		732707
R10-Y12	783.672		2.09173e+09
R10-Z8	837.665		3.17457e+07
R10-Z9	837.667		577001
R10-Z12	837.669		1.66894e+09
R10-[8	882.417		2.54735e+07
R10-[9	882.419		463042
R10-[12	882.42		1.35328e+09
R10-\8	919.919		2.0777e+07
R10-\9	919.921		377678
R10-\12	919.922		1.1131e+09
R10-]8	951.658		1.71873e+07
R10-]9	951.659		312419
R10-]12	951.66		9.27118e+08
R10-^8	978.755		1.43933e+07
R10-^9	978.757		261629
R10-^12	978.757		7.80829e+08
R11-R12	2.05341		175.834
R11-R13	2.06216		11754.6
R11-S9	318.318		8.19813e+08
R11-T9	226.266		1.67643e+08
R11-T12	226.272		1.10308e+08
R11-T13	226.277		7.28081e+09
R11-U9	400.393		1.29838e+08
R11-U12	400.398		9.30915e+07
R11-U13	400.402		6.14456e+09
R11-V9	532.832		9.35427e+07
R11-V12	532.835		7.05711e+07
R11-V13	532.838		4.65843e+09
R11-W9	635.9		6.84361e+07
R11-W12	635.903		5.33967e+07
R11-W13	635.905		3.52436e+09
R11-X9	717.681		5.13946e+07
R11-X12	717.683		4.10569e+07
R11-X13	717.685		2.71007e+09
R11-Y9	783.658		3.95784e+07
R11-Y12	783.66		3.21724e+07
R11-Y13	783.661		2.1238e+09
R11-Z9	837.655		3.11596e+07
R11-Z12	837.657		2.56688e+07
R11-Z13	837.658		1.69453e+09
R11-[9	882.407		2.50027e+07
R11-[12	882.408		2.08139e+07
R11-[13	882.409		1.37402e+09
R11-\9	919.909		2.03931e+07
R11-\12	919.91		1.71199e+07
R11-\13	919.911		1.13013e+09
R11-]9	951.647		1.687e+07
R11-]12	951.648		1.42596e+07
R11-]13	951.648		9.41267e+08
R11-^9	978.744		1.4128e+07
R11-^12	978.745		1.20095e+07
R11-^13	978.746		7.927e+08
R12-S10	318.088		3.90548e+08
R12-S11	318.097		5.00509e+06
R12-T10	224.212		6.76481e+07
R12-T11	224.219		866959
R12-T14	224.223		7.10302e+09
R12-U10	398.34		4.76363e+07
R12-U11	398.345		610449
R12-U14	398.348		5.16062e+09
R12-V10	530.778		3.2093e+07
R12-V11	530.782		411363
R12-V14	530.785		3.53429e+09
R12-W10	633.846		2.235e+07
R12-W11	633.849		286324
R12-W14	633.851		2.48636e+09
R12-X10	715.628		1.617e+07
R12-X11	715.63		207178
R12-X14	715.632		1.81093e+09
R12-Y10	781.604		1.20962e+07
R12-Y11	781.606		155030
R12-Y14	781.608		1.36114e+09
R12-Z10	835.602		9.30552e+06
R12-Z11	835.603		119289
R12-Z14	835.604		1.05085e+09
R12-[10	880.353		7.32804e+06
R12-[11	880.354		93946.7
R12-[14	880.355		8.29812e+08
R12-\10	917.855		5.88535e+06
R12-\11	917.856		75452.9
R12-\14	917.857		6.67894e+08
R12-]10	949.593		4.80619e+06
R12-]11	949.594		61621.6
R12-]14	949.595		5.46381e+08
R12-^10	976.691		3.98143e+06
R12-^11	976.692		51056.1
R12-^14	976.692		4.53266e+08
R13-S11	318.088		3.85492e+08
R13-T11	224.21		6.67719e+07
R13-T14	224.215		7.89128e+07
R13-T15	224.218		7.18164e+09
R13-U11	398.336		4.70193e+07
R13-U14	398.339		5.73319e+07
R13-U15	398.342		5.21775e+09
R13-V11	530.773		3.16759e+07
R13-V14	530.776		3.92624e+07
R13-V15	530.778		3.57343e+09
R13-W11	633.84		2.20614e+07
R13-W14	633.843		2.76223e+07
R13-W15	633.844		2.51386e+09
R13-X11	715.621		1.59607e+07
R13-X14	715.623		2.01174e+07
R13-X15	715.624		1.83098e+09
R13-Y11	781.598		1.19389e+07
R13-Y14	781.599		1.51199e+07
R13-Y15	781.6		1.37621e+09
R13-Z11	835.594		9.18421e+06
R13-Z14	835.596		1.1673e+07
R13-Z15	835.596		1.06248e+09
R13-[11	880.346		7.23249e+06
R13-[14	880.347		9.21774e+06
R13-[15	880.347		8.3899e+08
R13-\11	917.848		5.80871e+06
R13-\14	917.848		7.41917e+06
R13-\15	917.849		6.75269e+08
R13-]11	949.586		4.74372e+06
R13-]14	949.586		6.06933e+06
R13-]15	949.587		5.524e+08
R13-^11	976.683		3.92979e+06
R13-^14	976.683		5.03484e+06
R13-^15	976.684		4.58234e+08
S1-S2	0.0674618		1.08057
S1-S3	0.194997		26.1024
S1-U2	85.6255		5.10795e+08
S1-U3	85.6978		5.10168e+08
S1-V2	218.09		7.44435e+08
S1-V3	218.146		7.43257e+08
S1-W2	321.177		7.17349e+08
S1-W3	321.221		7.16246e+08
S1-X2	402.973		6.34886e+08
S1-X3	403.008		6.33898e+08
S1-Y2	468.96		5.47566e+08
S1-Y3	468.989		5.46752e+08
S1-Z2	522.965		4.68871e+08
S1-Z3	522.989		4.68203e+08
S1-[2	567.723		4.01524e+08
S1-[3	567.743		4.00966e+08
S1-\2	605.23		3.44956e+08
S1-\3	605.247		3.44479e+08
S1-]2	636.972		-nan
S1-]3	636.986		2.97295e+08
S1-^2	664.073		-nan
S1-^3	664.085		-nan
S2-S4	0.957502		2977.66
S2-U1	85.558		2.67836e+08
S2-U4	85.6304		6.69618e+08
S2-V1	218.023		3.74519e+08
S2-V4	218.079		9.84067e+08
S2-W1	321.11		3.5086e+08
S2-W4	321.154		9.52828e+08
S2-X1	402.905		3.04195e+08
S2-X4	402.94		8.45847e+08
S2-Y1	468.893		2.58325e+08
S2-Y4	468.921		7.31027e+08
S2-Z1	522.898		2.18541e+08
S2-Z4	522.921		6.26892e+08
S2-[1	567.656		1.85345e+08
S2-[4	567.675		5.37433e+08
S2-\1	605.163		1.57976e+08
S2-\4	605.179		4.62095e+08
S2-]1	636.905		-nan
S2-]4	636.919		3.99054e+08
S2-^1	664.005		-nan
S2-^4	664.017		-nan
S3-S4	0.829967		387.826
S3-S5	0.872478		2703.49
S3-U1	85.4305		5.36428e+08
S3-U4	85.5028		1.33926e+08
S3-U5	85.5269		8.03344e+08
S3-V1	217.895		7.5068e+08
S3-V4	217.951		1.96939e+08
S3-V5	217.97		1.1812e+09
S3-W1	320.982		7.03321e+08
S3-W4	321.026		1.90688e+08
S3-W5	321.041		1.14377e+09
S3-X1	402.778		6.0985e+08
S3-X4	402.813		1.69281e+08
S3-X5	402.824		1.01531e+09
S3-Y1	468.765		5.1788e+08
S3-Y4	468.794		1.46293e+08
S3-Y5	468.803		8.77492e+08
S3-Z1	522.77		4.38109e+08
S3-Z4	522.794		1.25447e+08
S3-Z5	522.802		7.52496e+08
S3-[1	567.528		3.71561e+08
S3-[4	567.548		1.07542e+08
S3-[5	567.554		6.45105e+08
S3-\1	605.035		3.16701e+08
S3-\4	605.052		9.24661e+07
S3-\5	605.057		5.54665e+08
S3-]1	636.777		-nan
S3-]4	636.791		7.9851e+07
S3-]5	636.796		4.78985e+08
S3-^1	663.878		-nan
S3-^4	663.89		-nan
S3-^5	663.894		4.15673e+08
S4-S6	1.1573		5908.03
S4-U2	84.6005		3.6782e+08
S4-U3	84.6729		3.66858e+07
S4-U6	84.6969		1.02128e+09
S4-V2	217.065		5.00707e+08
S4-V3	217.121		4.99134e+07
S4-V6	217.14		1.50473e+09
S4-W2	320.152		4.58905e+08
S4-W3	320.196		4.57438e+07
S4-W6	320.211		1.4528e+09
S4-X2	401.948		3.9134e+08
S4-X3	401.983		3.90044e+07
S4-X6	401.994		1.28554e+09
S4-Y2	467.935		3.2809e+08
S4-Y3	467.964		3.2701e+07
S4-Y6	467.973		1.10773e+09
S4-Z2	521.94		2.74753e+08
S4-Z3	521.964		2.73857e+07
S4-Z6	521.972		9.47452e+08
S4-[2	566.698		2.31115e+08
S4-[3	566.718		2.30361e+07
S4-[6	566.724		8.10404e+08
S4-\2	604.205		1.95668e+08
S4-\3	604.222		1.95025e+07
S4-\6	604.227		6.95434e+08
S4-]2	635.947		-nan
S4-]3	635.961		1.66275e+07
S4-]6	635.966		5.99536e+08
S4-^2	663.048		-nan
S4-^3	663.06		-nan
S4-^6	663.064		5.19529e+08
S5-S6	1.11479		377.162
S5-S7	1.13608		5988.56
S5-U3	84.6303		3.3038e+08
S5-U6	84.6544		7.29372e+07
S5-U7	84.6665		1.094e+09
S5-V3	217.079		4.49633e+08
S5-V6	217.097		1.07485e+08
S5-V7	217.106		1.61212e+09
S5-W3	320.154		4.12071e+08
S5-W6	320.168		1.03773e+08
S5-W7	320.176		1.55652e+09
S5-X3	401.94		3.51415e+08
S5-X6	401.952		9.18291e+07
S5-X7	401.958		1.37728e+09
S5-Y3	467.921		2.94607e+08
S5-Y6	467.931		7.91232e+07
S5-Y7	467.935		1.1868e+09
S5-Z3	521.921		2.46705e+08
S5-Z6	521.929		6.76716e+07
S5-Z7	521.933		1.01508e+09
S5-[3	566.675		2.0752e+08
S5-[6	566.682		5.78823e+07
S5-[7	566.685		8.68248e+08
S5-\3	604.179		1.75693e+08
S5-\6	604.185		4.9671e+07
S5-\7	604.187		7.45062e+08
S5-]2	635.905		-nan
S5-]3	635.919		1.49799e+08
S5-]6	635.923		4.2822e+07
S5-]7	635.926		6.42311e+08
S5-^2	663.005		-nan
S5-^3	663.017		-nan
S5-^6	663.021		3.71077e+07
S5-^7	663.023		5.56587e+08
S6-S8	1.47116		11760.8
S6-U4	83.5156		2.15584e+08
S6-U5	83.5396		1.02553e+07
S6-U8	83.5517		1.34238e+09
S6-V4	215.964		2.8358e+08
S6-V5	215.982		1.34871e+07
S6-V8	215.992		1.95866e+09
S6-W4	319.039		2.52774e+08
S6-W5	319.054		1.20219e+07
S6-W8	319.061		1.8669e+09
S6-X4	400.825		2.11058e+08
S6-X5	400.837		1.00366e+07
S6-X8	400.843		1.63389e+09
S6-Y4	466.806		1.74072e+08
S6-Y5	466.816		8.27822e+06
S6-Y8	466.821		1.39513e+09
S6-Z4	520.807		1.43892e+08
S6-Z5	520.814		6.84333e+06
S6-Z8	520.818		1.18429e+09
S6-[4	565.56		1.19774e+08
S6-[5	565.567		5.69627e+06
S6-[8	565.57		1.00662e+09
S6-\4	603.064		1.00533e+08
S6-\5	603.07		4.78104e+06
S6-\8	603.073		8.59247e+08
S6-]4	634.804		8.51025e+07
S6-]5	634.809		4.04702e+06
S6-]8	634.811		7.37438e+08
S6-^4	661.903		-nan
S6-^5	661.907		3.45372e+06
S6-^8	661.909		6.36577e+08
S7-S8	1.44986		416.921
S7-S9	1.46265		11986.5
S7-U5	83.5184		2.05187e+08
S7-U8	83.5304		4.97096e+07
S7-U9	83.5376		1.3919e+09
S7-V5	215.961		2.69892e+08
S7-V8	215.97		7.25375e+07
S7-V9	215.976		2.03105e+09
S7-W5	319.032		2.40566e+08
S7-W8	319.04		6.91372e+07
S7-W9	319.044		1.93592e+09
S7-X5	400.816		2.00873e+08
S7-X8	400.822		6.05106e+07
S7-X9	400.825		1.69428e+09
S7-Y5	466.795		1.65666e+08
S7-Y8	466.799		5.1665e+07
S7-Y9	466.802		1.4467e+09
S7-Z5	520.793		1.36939e+08
S7-Z8	520.797		4.38554e+07
S7-Z9	520.799		1.22806e+09
S7-[5	565.546		1.13986e+08
S7-[8	565.549		3.72762e+07
S7-[9	565.551		1.04382e+09
S7-\5	603.049		9.56767e+07
S7-\8	603.051		3.18192e+07
S7-\9	603.053		8.90987e+08
S7-]5	634.787		8.09923e+07
S7-]8	634.79		2.73087e+07
S7-]9	634.791		7.64663e+08
S7-^4	661.881		-nan
S7-^5	661.885		6.91217e+07
S7-^8	661.887		2.35738e+07
S7-^9	661.889		6.60062e+08
S8-S10	1.8361		20477.3
S8-U6	82.0685		1.25594e+08
S8-U7	82.0805		3.48664e+06
S8-U10	82.0878		1.63892e+09
S8-V6	214.511		1.58483e+08
S8-V7	214.52		4.39913e+06
S8-V10	214.526		2.32999e+09
S8-W6	317.582		1.36474e+08
S8-W7	317.59		3.7883e+06
S8-W10	317.594		2.16378e+09
S8-X6	399.366		1.10994e+08
S8-X7	399.372		3.08052e+06
S8-X10	399.375		1.8542e+09
S8-Y6	465.345		8.96913e+07
S8-Y7	465.349		2.48952e+06
S8-Y10	465.352		1.55655e+09
S8-Z6	519.343		7.2947e+07
S8-Z7	519.347		2.0249e+06
S8-Z10	519.349		1.30316e+09
S8-[6	564.096		5.99281e+07
S8-[7	564.099		1.66349e+06
S8-[10	564.101		1.09511e+09
S8-\6	601.599		4.97614e+07
S8-\7	601.602		1.38121e+06
S8-\10	601.603		9.2596e+08
S8-]6	633.338		4.17468e+07
S8-]7	633.34		1.15869e+06
S8-]10	633.341		7.88375e+08
S8-^6	660.435		3.53592e+07
S8-^7	660.437		981369
S8-^10	660.439		6.75947e+08
S9-S10	1.82331		455.721
S9-S11	1.83181		20797
S9-U7	82.0678		1.22068e+08
S9-U10	82.075		3.72425e+07
S9-U11	82.0798		1.676e+09
S9-V7	214.508		1.54031e+08
S9-V10	214.513		5.29487e+07
S9-V11	214.517		2.3828e+09
S9-W7	317.577		1.32637e+08
S9-W10	317.581		4.91702e+07
S9-W11	317.584		2.21283e+09
S9-X7	399.359		1.07878e+08
S9-X10	399.363		4.21366e+07
S9-X11	399.365		1.89621e+09
S9-Y7	465.337		8.71702e+07
S9-Y10	465.339		3.53704e+07
S9-Y11	465.341		1.59183e+09
S9-Z7	519.334		7.08948e+07
S9-Z10	519.337		2.96117e+07
S9-Z11	519.338		1.33269e+09
S9-[7	564.086		5.82422e+07
S9-[10	564.088		2.48844e+07
S9-[11	564.09		1.11992e+09
S9-\7	601.589		4.83622e+07
S9-\10	601.59		2.10409e+07
S9-\11	601.591		9.46916e+08
S9-]7	633.327		4.05736e+07
S9-]10	633.328		1.79146e+07
S9-]11	633.329		8.06195e+08
S9-^7	660.425		3.43658e+07
S9-^10	660.426		1.53598e+07
S9-^11	660.427		6.91197e+08
S10-U8	80.2444		6.84098e+07
S10-U9	80.2517		1.2433e+06
S10-U12	80.2565		1.8712e+09
S10-V8	212.684		8.20155e+07
S10-V9	212.69		1.49045e+06
S10-V12	212.694		2.53246e+09
S10-W8	315.754		6.76515e+07
S10-W9	315.758		1.22946e+06
S10-W12	315.761		2.2506e+09
S10-X8	397.536		5.32444e+07
S10-X9	397.539		967461
S10-X12	397.542		1.86315e+09
S10-Y8	463.513		4.1941e+07
S10-Y9	463.516		762175
S10-Y12	463.518		1.52194e+09
S10-Z8	517.511		3.34267e+07
S10-Z9	517.513		607499
S10-Z12	517.515		1.24656e+09
S10-[8	562.263		2.70147e+07
S10-[9	562.265		490956
S10-[12	562.266		1.029e+09
S10-\8	599.765		2.21318e+07
S10-\9	599.767		402196
S10-\12	599.768		8.57304e+08
S10-]8	631.504		1.83604e+07
S10-]9	631.505		333648
