Energy, Intensity, Transition 
 1813.61,  1.1826845245964351e-05,  U1-M2
 900.639,  1.186526445520324e-05,  T4-N3
 218.851,  1.1920147857602092e-05,  U5-Q3
 79.06160000000001,  1.2234152447971776e-05,  R2-Q4
 213.881,  1.262016553928608e-05,  R6-P8
 211.979,  1.2750647351833595e-05,  R2-P4
 57.306599999999996,  1.2774908574226483e-05,  S6-R8
 803.887,  1.2807560460625927e-05,  U3-N1
 566.571,  1.2817300950264984e-05,  T2-O1
 98.8908,  1.2912530327073284e-05,  T8-R10
 99.4713,  1.2930929684711002e-05,  T8-R7
 595.552,  1.2995865864584001e-05,  V3-O4
 132.918,  1.3030045628113366e-05,  Q4-P3
 213.487,  1.3099024752006752e-05,  R7-P9
 592.432,  1.3177889077158709e-05,  P5-N7
 98.80369999999999,  1.3184729883570518e-05,  T9-R11
 537.332,  1.324779814913836e-05,  T1-O3
 152.404,  1.3263370428758856e-05,  V13-R15
 141.551,  1.3286684355041492e-05,  S10-Q12
 57.414300000000004,  1.3300442542727268e-05,  S7-R9
 128.81,  1.3381546234190676e-05,  Q5-P7
 3197.73,  1.3389260790833891e-05,  U2-L1
 141.414,  1.3487927284987143e-05,  S11-Q13
 30.383200000000002,  1.354727677495088e-05,  U8-T10
 372.606,  1.3560212051995496e-05,  Q1-O2
 152.528,  1.3576035755216427e-05,  V12-R14
 344.58,  1.3630945256461224e-05,  Q6-O8
 871.074,  1.3782040867432725e-05,  S1-N2
 272.977,  1.3809438699910168e-05,  S1-P3
 30.409599999999998,  1.3875274070670647e-05,  U9-T11
 1862.96,  1.3942308742150165e-05,  V3-M4
 1584.9,  1.4038026046566644e-05,  Q3-M5
 236.507,  1.4053187625793885e-05,  V11-Q13
 432.944,  1.4094929080491244e-05,  R2-O4
 439.955,  1.4129228029971619e-05,  R4-O3
 213.487,  1.414843807973497e-05,  R8-P10
 343.675,  1.415968438289421e-05,  Q7-O9
 595.417,  1.4225466187740202e-05,  P4-N6
 149.716,  1.4277035561206255e-05,  Q3-P1
 128.109,  1.4350287690614368e-05,  Q3-P5
 274.491,  1.4447851377998623e-05,  S6-P5
 213.159,  1.4505762682612485e-05,  R9-P11
 236.801,  1.4510860177862436e-05,  V10-Q12
 60.310199999999995,  1.4553988038245955e-05,  S5-R3
 155.479,  1.4627937949233253e-05,  S4-Q2
 533.611,  1.4688406169369653e-05,  T6-O5
 128.109,  1.4709637502864874e-05,  Q4-P6
 71.7025,  1.4771745646054576e-05,  U10-S12
 71.9725,  1.4786159468627494e-05,  U10-S9
 984.476,  1.4792428982986386e-05,  V3-N4
 528.085,  1.4794632751552935e-05,  S3-O1
 367.791,  1.4857160009585179e-05,  U4-P2
 71.6583,  1.4931785684173874e-05,  U11-S13
 345.565,  1.4946292285207189e-05,  Q3-O5
 85.0714,  1.523171840241935e-05,  R6-Q5
 94.7879,  1.5252093145199577e-05,  V15-S17
 345.013,  1.5291212010517903e-05,  U8-P7
 727.645,  1.5456379803171852e-05,  Q3-N5
 141.717,  1.5468908600782745e-05,  S8-Q10
 94.8388,  1.5475844872914997e-05,  V14-S16
 946.497,  1.5601265545815055e-05,  U6-N5
 1700.36,  1.568903139608852e-05,  R2-M4
 71.6583,  1.576122273993401e-05,  U12-S14
 141.551,  1.5807681197437135e-05,  S9-Q11
 71.6199,  1.585278801126433e-05,  U13-S15
 821.868,  1.5880528849803458e-05,  R2-N4
 1401.88,  1.5899363108592322e-05,  S2-M1
 1781.65,  1.5901722586053576e-05,  T1-M2
 929.032,  1.598280875485122e-05,  U1-N3
 664.873,  1.608776730736685e-05,  R2-N1
 858.59,  1.613059922952134e-05,  S4-N3
 188.046,  1.623992086780058e-05,  T5-Q3
 772.824,  1.6356312704026604e-05,  T3-N1
 98.80369999999999,  1.6538933390422397e-05,  T10-R12
 98.7273,  1.6738851181896245e-05,  T11-R13
 228.777,  1.67575198814566e-05,  R2-P1
 366.23,  1.7123069432535464e-05,  V9-P11
 79.06160000000001,  1.7554230746154733e-05,  R1-Q3
 96.5883,  1.7627563125934805e-05,  R4-Q2
 1772.99,  1.775473179178689e-05,  U4-M3
 184.059,  1.7764926956907047e-05,  T8-Q7
 366.967,  1.793485469764011e-05,  V8-P10
 523.181,  1.8078190954715502e-05,  S2-O1
 351.769,  1.818759545484704e-05,  U5-P3
 493.942,  1.822489144027849e-05,  S1-O3
 129.794,  1.8747368610608642e-05,  U10-R9
 336.728,  1.884565194618741e-05,  T4-P2
 4288.49,  1.949491792123177e-05,  U1-L2
 3165.78,  1.9529895272822933e-05,  T2-L1
 810.077,  1.9721874947937764e-05,  R1-N2
 469.194,  1.9746610957128425e-05,  R3-O1
 83.6079,  2.0090770730833653e-05,  R6-Q8
 41.0689,  2.0156669870964618e-05,  T8-S10
 560.783,  2.0375957327187654e-05,  U8-O7
 57.994699999999995,  2.0516496813066213e-05,  S8-R7
 211.979,  2.061437574768419e-05,  R1-P3
 41.096,  2.0639367979632097e-05,  T9-S11
 31.8387,  2.069050067652223e-05,  U6-T4
 83.722,  2.097388156983478e-05,  R7-Q9
 1738.26,  2.1492541474828158e-05,  S1-M2
 897.075,  2.159701330016492e-05,  T1-N3
 730.774,  2.1912703441183015e-05,  S3-N1
 23.593799999999998,  2.2036556170163953e-05,  V4-U3
 353.883,  2.2069441653635174e-05,  Q4-O3
 939.768,  2.2119585707480745e-05,  U8-N7
 146.383,  2.235444973256857e-05,  S5-Q3
 491.948,  2.2473666487439887e-05,  S6-O5
 558.638,  2.24763577472385e-05,  U10-O9
 1479.9,  2.2551846895760197e-05,  U3-M1
 581.743,  2.2614378936518605e-05,  V7-O9
 214.097,  2.291555539975454e-05,  U10-Q9
 1741.92,  2.3115323281781104e-05,  T4-M3
 233.406,  2.317975372262557e-05,  P1-O2
 915.691,  2.3225969257591636e-05,  T6-N5
 53.5982,  2.3263344962447056e-05,  V17-T19
 1451.98,  2.3512435957557744e-05,  P3-M5
 53.616099999999996,  2.3526817593969484e-05,  V16-T18
 122.402,  2.3532227790316704e-05,  Q2-P4
 799.699,  2.3559788810738922e-05,  R4-N3
 9848.22,  2.356681205794391e-05,  U2-K1
 216.205,  2.3691676255308266e-05,  R6-P5
 1803.75,  2.3955788269514075e-05,  U6-M5
 213.447,  2.4187172391002126e-05,  P5-O7
 41.366,  2.4301400992367952e-05,  T10-S9
 314.333,  2.432967889896796e-05,  T8-P7
 583.822,  2.4342398090812988e-05,  V6-O8
 343.367,  2.44438357943575e-05,  Q2-O4
 294.679,  2.4531251670945148e-05,  S4-P2
 343.101,  2.4761118604167942e-05,  U12-P11
 1340.88,  2.4775770124562675e-05,  R2-M1
 320.964,  2.4931189274491156e-05,  T5-P3
 1770.32,  2.53979151601766e-05,  U1-M3
 1610.78,  2.556090343812421e-05,  Q2-M4
 139.2,  2.5597579449148544e-05,  Q2-P1
 30.5575,  2.5611408557104017e-05,  U12-T11
 212.647,  2.5672374881098336e-05,  P4-O6
 601.198,  2.5966535784830963e-05,  U4-O2
 343.862,  2.599236145855556e-05,  U10-P9
 30.409599999999998,  2.6000597928597228e-05,  U10-T12
 4256.53,  2.6130905942482682e-05,  T1-L2
 30.4174,  2.633546137877732e-05,  U11-T13
 31.1818,  2.6394607112555156e-05,  U7-T5
 732.291,  2.641617435773663e-05,  Q2-N4
 432.944,  2.652504631604674e-05,  R1-O3
 462.184,  2.672665043428362e-05,  R2-O1
 594.728,  2.673411236641414e-05,  P3-N5
 212.647,  2.723162577906305e-05,  P3-O5
 383.122,  2.7383842032484146e-05,  Q3-O1
 23.415,  2.73933895273749e-05,  V6-U5
 3122.39,  2.8221565036366328e-05,  S2-L1
 1448.83,  2.8597671614259823e-05,  T3-M1
 54.656800000000004,  2.8618676716849403e-05,  V4-T3
 575.295,  2.875183020953291e-05,  Q2-N1
 57.414300000000004,  2.9207094364235962e-05,  S8-R10
 142.583,  2.9386093848522994e-05,  S8-Q7
 853.685,  2.9396378795030435e-05,  S1-N3
 73.8878,  2.9679764806991306e-05,  U6-S4
 57.4377,  2.995801016050958e-05,  S9-R11
 572.734,  3.00373733249263e-05,  U5-O3
 720.499,  3.0383667325636363e-05,  Q1-N2
 30.4153,  3.039518091768539e-05,  U16-T18
 1677.26,  3.0483888310694492e-05,  R1-M2
 30.4114,  3.048780981811586e-05,  U17-T19
 88.0959,  3.0902530447835955e-05,  R5-Q3
 1699.87,  3.1393171003563044e-05,  S4-M3
 213.369,  3.147020467736929e-05,  U14-Q13
 71.8504,  3.14808010190781e-05,  U12-S11
 671.884,  3.1504698863311014e-05,  R3-N1
 128.81,  3.174326430926073e-05,  Q6-P8
 99.188,  3.217623094080921e-05,  T10-R9
 530.103,  3.2473824757496685e-05,  T8-O7
 235.788,  3.311640016505278e-05,  R4-P2
 570.134,  3.317970622714843e-05,  T4-O2
 128.899,  3.326496570150897e-05,  Q7-P9
 962.807,  3.359205539204767e-05,  V5-N7
 1738.36,  3.416113658616845e-05,  T1-M3
 9816.27,  3.4211035941518e-05,  T2-K1
 122.402,  3.432892204528071e-05,  Q1-P3
 279.3,  3.4618541970701526e-05,  S5-P3
 213.672,  3.4927320055720336e-05,  U12-Q11
 4213.14,  3.51691105628575e-05,  S1-L2
 909.088,  3.529343952605399e-05,  T8-N7
 129.558,  3.537126695227898e-05,  U12-R11
 874.028,  3.557525530489107e-05,  S6-N5
 1772.95,  3.5716702549160186e-05,  T6-M5
 41.096,  3.608339561063199e-05,  T10-S12
 54.2202,  3.6247561459079974e-05,  V6-T5
 41.1008,  3.661172509937926e-05,  T11-S13
 250.204,  3.690045899138819e-05,  P3-O1
 72.8451,  3.6942857285157224e-05,  U7-S5
 41.097199999999994,  3.7270568648409055e-05,  T14-S16
 433.661,  3.736271291317176e-05,  R6-O5
 96.7059,  3.7489869369348144e-05,  V4-S3
 41.0905,  3.760156296893917e-05,  T15-S17
 713.626,  3.7789326981019884e-05,  Q4-N3
 1406.78,  3.7921089467427585e-05,  S3-M1
 220.965,  3.803007148679037e-05,  P4-O3
 26.2635,  3.83746914920887e-05,  V3-U1
 4124.17,  3.89728396769009e-05,  U4-L3
 30.4174,  3.898208283657599e-05,  U12-T14
 24.2121,  3.916697045010957e-05,  V1-U2
 152.528,  3.919294623213328e-05,  V11-R13
 30.417900000000003,  3.927864862283457e-05,  U13-T15
 528.031,  3.943487844000784e-05,  T10-O9
 236.801,  3.957440021705682e-05,  V9-Q11
 183.49,  4.0021067184984174e-05,  T10-Q9
 43.0825,  4.034990335777369e-05,  T6-S4
 152.687,  4.036114314892788e-05,  V10-R12
 374.975,  4.040440238904773e-05,  O5-N7
 23.328400000000002,  4.0691496454402375e-05,  V8-U7
 272.856,  4.089028715022976e-05,  S8-P7
 374.453,  4.100230452071575e-05,  O4-N6
 83.722,  4.10421476472817e-05,  R8-Q10
 237.202,  4.126080287651354e-05,  V8-Q10
 541.929,  4.127982870946988e-05,  T5-O3
 132.779,  4.175613678149474e-05,  U6-R4
 970.005,  4.181546811475526e-05,  V4-N6
 372.606,  4.195917760850469e-05,  Q2-O1
 343.367,  4.205085675243073e-05,  Q1-O3
 792.688,  4.212802938161529e-05,  R1-N3
 4121.5,  4.2178207875084444e-05,  U1-L3
 83.72930000000001,  4.229763123058855e-05,  R9-Q11
 1251.31,  4.24027610156958e-05,  Q2-M1
 366.967,  4.250256358375621e-05,  V7-P9
 131.133,  4.274817969858234e-05,  Q6-P5
 3061.39,  4.327310516586195e-05,  R2-L1
 57.434400000000004,  4.329260616251975e-05,  S12-R14
 149.716,  4.3431227546909644e-05,  Q4-P2
 528.085,  4.3827690480252583e-05,  S4-O2
 30.417900000000003,  4.386472120628385e-05,  U14-T16
 57.422,  4.398811876570753e-05,  S13-R15
 30.4153,  4.407309958173234e-05,  U15-T17
 56.168800000000005,  4.4460036582097734e-05,  V1-T2
 94.8388,  4.4490748632095235e-05,  V13-S15
 213.447,  4.49361194593118e-05,  P6-O8
 1231.02,  4.5178928031881594e-05,  O3-M5
 94.9014,  4.5285419214386435e-05,  V12-S14
 368.051,  4.53204096928099e-05,  V6-P8
 313.256,  4.549064154472441e-05,  T10-P9
 1640.98,  4.579152049935871e-05,  R4-M3
 57.4377,  4.6130073162788694e-05,  S10-R12
 1694.97,  4.619624435328958e-05,  S1-M3
 1587.68,  4.63316082429001e-05,  Q1-M2
 1471.58,  4.6516454463548736e-05,  P2-M4
 57.434400000000004,  4.698450322878033e-05,  S11-R13
 41.1008,  4.7102134815259255e-05,  T12-S14
 3200.4,  4.736503435666781e-05,  U3-L1
 213.402,  4.7439277567749795e-05,  P7-O9
 83.72930000000001,  4.7514368802144104e-05,  R10-Q12
 41.097199999999994,  4.760523787018123e-05,  T13-S15
 95.8835,  4.8051217543664436e-05,  V6-S5
 83.706,  4.8719608483483407e-05,  R11-Q13
 128.899,  4.872490395910068e-05,  Q8-P10
 949.091,  4.873837443598495e-05,  U4-N2
 9772.88,  4.910953623222281e-05,  S2-K1
 129.264,  4.945987803094431e-05,  U16-R15
 585.811,  4.956476731532071e-05,  Q3-N1
 4152.14,  4.958365437946606e-05,  R1-L2
 204.167,  4.974015764268432e-05,  P2-O4
 312.544,  4.984041425843176e-05,  T12-P11
 593.091,  4.9849638429875294e-05,  P2-N4
 583.822,  5.013710316433927e-05,  V5-O7
 155.597,  5.039999360248754e-05,  V4-R3
 128.856,  5.0572162877615186e-05,  Q9-P11
 221.014,  5.071482080760311e-05,  R5-P3
 4093.11,  5.0718988293229776e-05,  T4-L3
 99.5589,  5.087685098068348e-05,  V1-S2
 131.132,  5.109790888191981e-05,  U7-R5
 42.164699999999996,  5.1210498632791794e-05,  T7-S5
 932.477,  5.1817899903179585e-05,  U5-N3
 581.299,  5.238422823370328e-05,  P1-N2
 129.39,  5.240540576017116e-05,  U14-R13
 84.58810000000001,  5.309320091944842e-05,  R8-Q7
 373.763,  5.365306224414512e-05,  O3-N5
 1347.89,  5.366578944721658e-05,  R3-M1
 54.0087,  5.4014018136444015e-05,  V8-T7
 23.1356,  5.4111194600915945e-05,  V19-U21
 23.137900000000002,  5.456368169439079e-05,  V18-U20
 488.626,  5.475342737461503e-05,  S8-O7
 1731.28,  5.482844659076688e-05,  S6-M5
 30.5227,  5.4954863835958415e-05,  U14-T13
 58.2203,  5.527736832634023e-05,  V3-T1
 368.051,  5.584951902845059e-05,  V5-P7
 890.28,  5.6310565722204625e-05,  N2-M4
 4089.55,  5.6553524394324776e-05,  T1-L3
 237.202,  5.710121110133661e-05,  V7-Q9
 237.778,  5.723921460614996e-05,  V5-Q7
 153.19,  5.7277792194427e-05,  V5-R7
 95.19539999999999,  5.73565265705012e-05,  V5-S7
 500.265,  5.7684657270922014e-05,  S5-O3
 53.7188,  5.835209906796668e-05,  V5-T7
 23.277,  5.853042857874542e-05,  V10-U9
 57.822,  5.855715243358489e-05,  S10-R9
 71.76360000000001,  5.905833674863926e-05,  U14-S13
 41.2929,  5.925107026132486e-05,  T12-S11
 815.741,  5.9319392547960364e-05,  R6-N5
 867.611,  5.960455995455702e-05,  S8-N7
 3169.34,  5.975619688430367e-05,  T3-L1
 101.973,  6.020820945264909e-05,  T6-R4
 871.274,  6.041739227765435e-05,  N3-M5
 237.778,  6.049812726270678e-05,  V6-Q8
 218.851,  6.054126369093935e-05,  U6-Q4
 23.038400000000003,  6.0746165540457865e-05,  V5-U7
 160.556,  6.1030642508931127e-05,  V1-R2
 469.194,  6.111961558665643e-05,  R4-O2
 587.234,  6.113822682613948e-05,  V4-O6
 152.465,  6.214233442547181e-05,  V16-R15
 53.616099999999996,  6.231992391554188e-05,  V15-T17
 436.095,  6.242704886422539e-05,  P2-N1
 26.2635,  6.282523054048556e-05,  V4-U2
 152.687,  6.297830809053906e-05,  V9-R11
 53.6368,  6.318847776715802e-05,  V14-T16
 918.027,  6.328359964390663e-05,  T4-N2
 154.17,  6.479093924403561e-05,  V6-R5
 703.11,  6.506902025880507e-05,  Q1-N3
 152.9,  6.53934543810883e-05,  V8-R10
 1633.97,  6.55759188259375e-05,  R1-M3
 95.2867,  6.690254903199156e-05,  V4-S6
 369.778,  6.716340043798893e-05,  V4-P6
 153.573,  6.757420772970593e-05,  V4-R6
 53.623400000000004,  6.807952314700374e-05,  V4-T6
 238.645,  6.814237890748502e-05,  V4-Q6
 152.9,  6.832658644305072e-05,  V7-R9
 4051.06,  6.884483858149367e-05,  S4-L3
 236.588,  6.931319416337565e-05,  V14-Q13
 580.709,  6.977707486106932e-05,  P4-N3
 99.0006,  6.980201981366515e-05,  T12-R11
 233.406,  6.99027159492509e-05,  P2-O1
 183.114,  7.007393534966185e-05,  T12-Q11
 348.59,  7.041730425964634e-05,  Q6-O5
 95.48530000000001,  7.098719230129128e-05,  V8-S7
 22.818099999999998,  7.103464182905984e-05,  V4-U6
 241.669,  7.112668062119316e-05,  V4-Q3
 94.835,  7.117290271396421e-05,  V18-S17
 901.672,  7.167484433175485e-05,  T5-N3
 153.19,  7.195898913441286e-05,  V6-R8
 2971.81,  7.216069188451528e-05,  Q2-L1
 216.203,  7.324352638726546e-05,  U7-Q5
 1554.91,  7.335960936545729e-05,  Q4-M3
 94.9014,  7.360759040146852e-05,  V11-S13
 100.451,  7.444323069355084e-05,  T7-R5
 101.61,  7.445900731166146e-05,  V3-S1
 9711.88,  7.458277601028365e-05,  R2-K1
 4062.57,  7.468742070251526e-05,  Q1-L2
 94.9795,  7.527331648171309e-05,  V10-S12
 250.134,  7.541145872423565e-05,  V1-Q2
 4046.16,  7.614819814469576e-05,  S1-L3
 142.124,  7.628754047533194e-05,  S10-Q9
 135.942,  7.63207961622754e-05,  Q5-P3
 53.8835,  7.636302293589089e-05,  V10-T9
 204.167,  7.643295756573908e-05,  P1-O3
 486.665,  7.670563365332624e-05,  S10-O9
 22.818099999999998,  7.674620216672517e-05,  V3-U5
 214.861,  7.72937857151114e-05,  R8-P7
 182.847,  7.781673272217073e-05,  T14-Q13
 1448.49,  7.787128342186542e-05,  P1-M2
 95.0776,  7.832960491274683e-05,  V7-S9
 3127.29,  7.866991838933084e-05,  S3-L1
 53.623400000000004,  7.964224290352787e-05,  V3-T5
 95.19539999999999,  8.171576875030072e-05,  V6-S8
 1261.82,  8.219731243870876e-05,  Q3-M1
 23.2431,  8.223598147807881e-05,  V12-U11
 60.310199999999995,  8.379457575486805e-05,  S6-R4
 1112.11,  8.383161610110961e-05,  P2-M1
 95.2867,  8.534395174010807e-05,  V3-S5
 441.979,  8.549060327779286e-05,  R5-O3
 875.978,  8.56127416840882e-05,  S4-N2
 94.9795,  8.74993356181856e-05,  V9-S11
 271.89,  8.813776136627603e-05,  S10-P9
 188.046,  8.856820397604686e-05,  T6-Q4
 53.7115,  8.91832239656493e-05,  V7-T9
 95.0776,  9.012006777253879e-05,  V8-S10
 383.122,  9.018424834828832e-05,  Q4-O2
 452.893,  9.019489848519244e-05,  P3-N1
 239.242,  9.114595041816318e-05,  V6-Q5
 1673.0,  9.17525773868208e-05,  R6-M5
 351.769,  9.181851532245485e-05,  U6-P4
 366.344,  9.278462405423274e-05,  V12-P11
 53.7188,  9.310767622708819e-05,  V6-T8
 153.48,  9.365002588497315e-05,  V8-R7
 71.6986,  9.382043637775612e-05,  U16-S15
 153.573,  9.425416985144554e-05,  V3-R5
 58.2203,  9.51741721570407e-05,  V4-T2
 1238.17,  9.56403787438088e-05,  O2-M4
 95.2495,  9.677319638219976e-05,  V10-S9
 389.334,  9.694147485140149e-05,  V1-P2
 53.6368,  9.967262560178408e-05,  V13-T15
 1544.39,  9.979927136409569e-05,  Q1-M3
 3992.17,  0.00010034912845716523,  R4-L3
 1816.28,  0.00010038341234410786,  U4-M2
 860.009,  0.00010116996530671623,  S5-N3
 53.6605,  0.00010143106444233592,  V12-T14
 53.8005,  0.00010258370270077039,  V12-T11
 23.1051,  0.00010289437270120847,  V7-U9
 162.608,  0.00010311274645591147,  V3-R1
 430.631,  0.00010509636995204557,  R8-O7
 1773.76,  0.00010580579494829714,  U5-M3
 58.9749,  0.00010593939288254882,  S7-R5
 374.587,  0.00010658765583614879,  V4-P3
 238.645,  0.00010665243495951876,  V3-Q5
 347.893,  0.00010719597135111897,  O1-N2
 23.038400000000003,  0.00010729678020472161,  V6-U8
 3985.16,  0.00010742594935314548,  R1-L3
 71.6482,  0.00010746603008974476,  U18-S17
 185.523,  0.00010751933002767175,  T7-Q5
 359.685,  0.00010914765872068385,  O2-N4
 347.336,  0.00010959541428329044,  U7-P5
 3068.4,  0.0001101580897592919,  R3-L1
 30.496599999999997,  0.00011219426785079911,  U16-T15
 563.911,  0.00011252819484280944,  P1-N3
 23.2189,  0.00011299475612990176,  V14-U13
 730.67,  0.00011318677528180605,  Q6-N5
 24.1906,  0.00011464153796273443,  V5-U3
 809.616,  0.00011479808139484679,  R8-N7
 53.6866,  0.00011562403665235054,  V9-T11
 152.609,  0.00011573889897234865,  V14-R13
 53.6358,  0.00011581719360882265,  V20-T19
 31.1818,  0.00011753477557370109,  U8-T6
 53.7115,  0.0001191622093466125,  V8-T10
 94.8994,  0.00011968641467854421,  V16-S15
 53.6605,  0.00011976750384671376,  V11-T13
 271.251,  0.00012028399756640254,  S12-P11
 153.071,  0.00012040567184890313,  V10-R9
 95.09339999999999,  0.000120569562678573,  V12-S11
 23.137900000000002,  0.00012061782285933842,  V17-U19
 23.1397,  0.0001218433961794723,  V16-U18
 53.6866,  0.00012251485874405034,  V10-T12
 9622.3,  0.00012255819733591078,  Q2-K1
 369.778,  0.00012308098288647877,  V3-P5
 3923.37,  0.00012372253914568718,  P1-L2
 817.087,  0.00012412763515807625,  R4-N2
 21.5423,  0.00012510347815368543,  V1-U3
 238.068,  0.00012659524493825153,  V8-Q7
 9850.89,  0.00012756237299906873,  U3-K1
 98.8673,  0.00012759781574271336,  T14-R13
 53.7415,  0.00012947505220453425,  V14-T13
 24.2121,  0.0001303135491559009,  V2-U1
 1785.21,  0.00013035867044847873,  T4-M2
 622.74,  0.00013065822016583594,  V1-O2
 146.383,  0.0001311029067197363,  S6-Q4
 236.915,  0.00013124680690931794,  V12-Q11
 30.903599999999997,  0.00013257353226368704,  U9-T7
 94.9824,  0.00013258687244804243,  V14-S13
 52.6054,  0.00013276590043696194,  V1-T3
 152.801,  0.0001330531090063737,  V12-R11
 370.375,  0.00013437180354904592,  V6-P5
 101.61,  0.00013478699483664443,  V4-S2
 250.204,  0.00013520787291195266,  P4-O2
 320.964,  0.00013528612060303917,  T6-P4
 1421.99,  0.00013564351649707925,  P4-M3
 2832.61,  0.0001361707924313105,  P2-L1
 41.2409,  0.00013674472694444727,  T14-S13
 356.907,  0.00013677731780732796,  Q5-O3
 1128.9,  0.00014095504479150574,  P3-M1
 587.234,  0.0001429508010829358,  V3-O5
 581.915,  0.00014381762450777448,  V10-O9
 1742.96,  0.00014636726888465798,  T5-M3
 237.374,  0.0001471856290976294,  V10-Q9
 572.734,  0.00014737093763371255,  U6-O4
 252.185,  0.00014804871592431881,  V3-Q1
 94.6545,  0.00015046240328864645,  V1-S3
 53.6974,  0.00015055495508270697,  V16-T15
 23.129099999999998,  0.000152002173624261,  V9-U11
 1215.08,  0.000152312246112492,  O1-M2
 23.2008,  0.0001524387413428706,  V16-U15
 801.722,  0.00015250170625848,  R5-N3
 53.663199999999996,  0.00015339490014397756,  V18-T17
 55.253699999999995,  0.00015523395922751123,  V5-T3
 1826.57,  0.0001556547988802412,  V3-M5
 23.1051,  0.00015637787230408747,  V8-U10
 57.707699999999996,  0.0001577990305164362,  S12-R11
 9819.83,  0.00016033946340346028,  T3-K1
 3906.1,  0.00016061710316767918,  Q4-L3
 144.046,  0.00016115241753072838,  S7-Q5
 217.457,  0.00016165119828379982,  P6-O5
 316.656,  0.00016192039819544775,  T7-P5
 969.315,  0.00016195749510838428,  V3-N5
 3895.58,  0.00016196864096077018,  Q1-L3
 359.744,  0.00016224156556820407,  O4-N3
 56.168800000000005,  0.00016417211633217894,  V2-T1
 72.8451,  0.00016453426360530678,  U8-S6
 969.099,  0.00016478208493839693,  N1-M3
 2982.33,  0.00016592013431572774,  Q3-L1
 141.821,  0.00016650437339785153,  S12-Q11
 367.139,  0.00016664873584244544,  V10-P9
 1405.19,  0.00016811064597448494,  P1-M3
 98.76769999999999,  0.00016867107834003553,  T16-R15
 84.3025,  0.00017202150400514888,  R10-Q9
 595.552,  0.000172337924087603,  V4-O3
 23.1397,  0.00017242779214059236,  V15-U17
 368.341,  0.00017302735543866862,  V8-P7
 564.793,  0.00017313601762636738,  U7-O5
 23.140099999999997,  0.00017460387933760193,  V14-U16
 130.273,  0.0001753943570187736,  Q8-P7
 1587.92,  0.00017630715311035635,  Q6-M5
 1743.16,  0.00017642055962916817,  S4-M2
 153.545,  0.00017861335634848362,  V1-R3
 72.3802,  0.00018365092201106823,  U9-S7
 428.843,  0.00018454919334892655,  R10-O9
 23.1378,  0.00018646048533128758,  V11-U13
 23.129099999999998,  0.00019041291243049294,  V10-U12
 162.608,  0.0001940754664257631,  V4-R2
 23.140099999999997,  0.00019540125999686212,  V13-U15
 731.015,  0.0001967953875148432,  Q4-N2
 88.0959,  0.00019778498512937174,  R6-Q4
 23.1378,  0.0001985499316895852,  V12-U14
 23.186799999999998,  0.000202499755057413,  V18-U17
 878.699,  0.000202987154595321,  O2-M1
 279.3,  0.00020351225555887927,  S6-P4
 97.3028,  0.00020629241251187067,  V5-S3
 1701.29,  0.00020667752986030944,  S5-M3
 587.831,  0.00020826899916388442,  V6-O5
 214.068,  0.00020876704210703642,  R10-P9
 99.5589,  0.00020928924316481316,  V2-S1
 21.5423,  0.00020978119416561778,  V2-U4
 9777.78,  0.00021001674814532918,  S3-K1
 52.6054,  0.00021131810603822797,  V2-T4
 202.689,  0.00021282254304753938,  O2-N1
 541.929,  0.0002179432587808229,  T6-O4
 30.4764,  0.000219893332687879,  U18-T17
 239.618,  0.00022111535135925492,  V1-Q3
 231.928,  0.00022282048761889306,  O3-N1
 131.132,  0.00022459197781903622,  U8-R6
 391.385,  0.00022554241019231852,  V3-P1
 9483.1,  0.00022571656961849638,  P2-K1
 94.6545,  0.00022600418797285888,  V2-S4
 584.111,  0.00023021746706468804,  V8-O7
 330.504,  0.00023396407524610386,  O1-N3
 3689.96,  0.0002355104369693333,  O1-L2
 225.774,  0.0002364159603868716,  P5-O3
 42.164699999999996,  0.00024169725992711773,  T8-S6
 961.658,  0.00024326900284278217,  U6-N4
 275.179,  0.0002451319393044465,  S7-P5
 130.375,  0.00024867686913095896,  U9-R7
 963.096,  0.00024970232864719336,  V8-N7
 86.05160000000001,  0.0002497390283489864,  R7-Q5
 346.043,  0.00025037651320108527,  Q8-O7
 4291.16,  0.0002507198042778942,  U4-L2
 716.651,  0.00025143781987356723,  Q5-N3
 153.545,  0.000253390198541123,  V2-R4
 1684.27,  0.0002560375458676588,  R4-M2
 534.112,  0.00025653049883485335,  T7-O5
 4124.95,  0.0002575018591769087,  U5-L3
 141.606,  0.0002641512792270463,  S14-Q13
 23.1755,  0.0002654740078048715,  V20-U19
 3756.38,  0.0002687215255065226,  P1-L3
 599.537,  0.00027161384134729514,  P6-N5
 41.7737,  0.00027231172639965583,  T9-S7
 160.556,  0.00027599748250671594,  V2-R1
 2849.41,  0.00027625473091701254,  P3-L1
 725.028,  0.0002770534752476038,  Q8-N7
 1012.39,  0.0002791385247950853,  N1-M2
 955.296,  0.0002792658989697862,  V4-N3
 946.873,  0.0002816143847389403,  U7-N5
 156.194,  0.0002841859776415775,  V5-R3
 372.536,  0.00028653432139984746,  V1-P3
 907.938,  0.00028693160421055077,  O3-M1
 252.185,  0.00029087401102152743,  V4-Q2
 239.618,  0.0002917405472668698,  V2-Q4
 9718.89,  0.00029194228917611773,  R3-K1
 3773.18,  0.0002967181007700797,  P4-L3
