Energy, Intensity, Transition 
 34.6265,  1.216351649754327e-06,  U3-T1
 558.414,  1.2224927775496015e-06,  U7-O9
 215.77,  1.2361942180415284e-06,  P7-O8
 23.2008,  1.244045353651093e-06,  V15-U16
 29.2393,  1.2484584399267401e-06,  O3-O1
 1621.29,  1.255006020476621e-06,  Q3-M4
 132.918,  1.291373371294472e-06,  Q3-P4
 75.3468,  1.3209888276118478e-06,  U1-S2
 353.883,  1.3518522546464513e-06,  Q3-O4
 946.411,  1.3878046358412512e-06,  U4-N6
 742.807,  1.4059294734653517e-06,  Q3-N4
 908.586,  1.4371173559793765e-06,  T5-N7
 970.601,  1.4594578445000139e-06,  V5-N6
 53.8005,  1.4979907376731293e-06,  V11-T12
 95.2495,  1.5115913213829887e-06,  V9-S10
 42.049099999999996,  1.513353089897953e-06,  T4-S3
 238.068,  1.5186577314035363e-06,  V7-Q8
 560.407,  1.5242718098209554e-06,  U5-O7
 136.344,  1.544807343193577e-06,  U1-R2
 31.956799999999998,  1.6113768920908807e-06,  U2-T1
 132.003,  1.6437161855134233e-06,  U4-R3
 30.8052,  1.6442082369766473e-06,  U6-T5
 343.639,  1.71097130776501e-06,  U8-P10
 344.636,  1.7209828341055711e-06,  U5-P7
 342.953,  1.7236990979885894e-06,  U9-P11
 382.77,  1.7549821894223482e-06,  O5-N6
 214.363,  1.795318114576123e-06,  U5-Q7
 78.01660000000001,  1.8104517166917107e-06,  U3-S1
 23.2189,  1.8202044200387057e-06,  V13-U14
 153.48,  1.8243079840226177e-06,  V7-R8
 129.775,  1.8354787640209743e-06,  U5-R7
 43.3901,  1.8493334039979272e-06,  T1-S2
 915.348,  1.8510325042030297e-06,  T4-N6
 71.7804,  1.8911451812792988e-06,  U5-S7
 225.922,  1.8988736566818603e-06,  U1-Q2
 529.601,  1.9011145959650856e-06,  T6-O8
 527.734,  1.9296757642944592e-06,  T7-O9
 46.9535,  1.9619290969564157e-06,  T3-S1
 30.3038,  1.9884852534862124e-06,  U5-T7
 53.8835,  2.0412007450961333e-06,  V9-T10
 95.48530000000001,  2.0501194121684035e-06,  V7-S8
 563.641,  2.0513418249195392e-06,  U4-O6
 75.3468,  2.092776431883573e-06,  U2-S1
 1488.38,  2.0994856345277995e-06,  P3-M4
 866.923,  2.1091961065056326e-06,  S5-N7
 100.94,  2.1113966994118717e-06,  T4-R3
 104.387,  2.1771257790273303e-06,  T1-R2
 529.601,  2.201590167926062e-06,  T5-O7
 587.831,  2.206288369553186e-06,  V5-O6
 30.0296,  2.2409238198118643e-06,  U3-T5
 72.4685,  2.2440302447735897e-06,  U6-S5
 346.184,  2.2836874911679644e-06,  U4-P6
 344.636,  2.2841111087326284e-06,  U6-P8
 218.076,  2.315608804974853e-06,  U4-Q3
 23.2431,  2.327955891938336e-06,  V11-U12
 343.639,  2.3387673257825986e-06,  U7-P9
 71.6929,  2.3400602758740633e-06,  U3-S5
 215.051,  2.3551827559550857e-06,  U4-Q6
 129.98,  2.3790386810209705e-06,  U4-R6
 54.0087,  2.387091519270198e-06,  V7-T8
 365.121,  2.424475184804591e-06,  U1-P2
 220.965,  2.4276228373123506e-06,  P3-O4
 28.3933,  2.4280493133297033e-06,  U2-T4
 609.889,  2.4332359627506657e-06,  P3-N4
 71.6929,  2.4471092233413034e-06,  U4-S6
 70.44239999999999,  2.4682957559153352e-06,  U2-S4
 370.375,  2.4859307645754674e-06,  V5-P6
 129.98,  2.5274732943017566e-06,  U3-R5
 313.831,  2.5330276797159985e-06,  T5-P7
 139.014,  2.5376798521477243e-06,  U3-R1
 95.8835,  2.5527985842556776e-06,  V5-S6
 213.524,  2.5585382938849576e-06,  U10-Q12
 213.264,  2.566812211451984e-06,  U11-Q13
 239.242,  2.574253137736069e-06,  V5-Q6
 30.0296,  2.576055044167381e-06,  U4-T6
 154.17,  2.5849014545002585e-06,  V5-R6
 873.299,  2.5988836254057843e-06,  S4-N6
 193.965,  2.6142701935076513e-06,  T1-Q2
 34.6265,  2.621608315154775e-06,  U4-T2
 54.2202,  2.646648155736674e-06,  V5-T6
 129.333,  2.670227277911789e-06,  U2-R4
 23.277,  2.6749048657638926e-06,  V9-U10
 183.558,  2.705608609469136e-06,  T5-Q7
 23.415,  2.733075489473139e-06,  V5-U6
 58.8909,  2.7377941952262976e-06,  S4-R3
 23.328400000000002,  2.7410645408334677e-06,  V7-U8
 136.344,  2.7656950227868737e-06,  U2-R1
 532.578,  2.7766671893097052e-06,  T4-O6
 29.2393,  2.7830924360121458e-06,  O4-O2
 215.051,  2.815452848376042e-06,  U3-Q5
 98.9698,  2.8552651243843252e-06,  T5-R7
 43.3901,  2.9452027215762295e-06,  T2-S1
 187.012,  3.004645340925528e-06,  T4-Q3
 312.959,  3.0205756770956784e-06,  T8-P10
 215.406,  3.028345863195923e-06,  U2-Q4
 107.951,  3.0411275485739046e-06,  T3-R1
 312.347,  3.0514795468314336e-06,  T9-P11
 40.9751,  3.0528027382032957e-06,  T5-S7
 60.9974,  3.056085721557016e-06,  S1-R2
 130.755,  3.075459103457355e-06,  U6-R5
 214.363,  3.116172218138501e-06,  U6-Q8
 315.121,  3.1467972470287982e-06,  T4-P6
 487.938,  3.156000320905558e-06,  S6-O8
 41.6633,  3.180287537680627e-06,  T6-S5
 346.184,  3.206688504015788e-06,  U3-P5
 213.874,  3.2155636284246654e-06,  U7-Q9
 486.258,  3.2168658593719012e-06,  S7-O9
 598.528,  3.2477677622336665e-06,  U1-O2
 40.6298,  3.269261130578612e-06,  T3-S5
 487.938,  3.3010594885068794e-06,  S5-O7
 333.165,  3.3133986764238813e-06,  T1-P2
 183.988,  3.315844211940368e-06,  T4-Q6
 808.636,  3.363514210584886e-06,  R5-N7
 65.90180000000001,  3.4076569832519973e-06,  S3-R1
 98.9166,  3.433896660110473e-06,  T3-R5
 350.993,  3.4639505988875126e-06,  U4-P3
 14.4715,  3.4801589156420064e-06,  N6-N4
 98.9166,  3.484966543309767e-06,  T4-R6
 348.324,  3.526591517302769e-06,  U2-P4
 28.3933,  3.6665206877336603e-06,  U1-T3
 228.591,  3.685394941138452e-06,  U3-Q1
 150.575,  3.685812627047825e-06,  S1-Q2
 563.641,  3.688189766722163e-06,  U3-O5
 313.831,  3.6906395690276096e-06,  T6-P8
 40.6298,  3.7250087114967262e-06,  T4-S6
 183.988,  3.734719830518837e-06,  T3-Q5
 312.959,  3.7856156043064096e-06,  T7-P9
 129.775,  3.8006698408271105e-06,  U6-R8
 225.922,  3.818034600040903e-06,  U2-Q1
 272.168,  3.899472006089243e-06,  S5-P7
 129.571,  3.959342987034721e-06,  U7-R9
 1802.98,  3.962808602648864e-06,  U3-M5
 70.44239999999999,  3.963644132797971e-06,  U1-S3
 104.387,  3.971913116789013e-06,  T2-R1
 814.408,  3.975318001042325e-06,  R4-N6
 490.529,  3.979251459779825e-06,  S4-O6
 144.963,  4.011700399279601e-06,  S4-Q3
 1267.41,  4.03125545540436e-06,  O3-M4
 213.874,  4.047190921691349e-06,  U8-Q10
 38.485699999999994,  4.092030156415933e-06,  T2-S4
 213.524,  4.100410943083195e-06,  U9-Q11
 78.01660000000001,  4.122049507175705e-06,  U4-S2
 945.721,  4.145161897876956e-06,  U3-N5
 569.288,  4.175550332679956e-06,  U2-O4
 315.121,  4.182335737419253e-06,  T3-P5
 97.37660000000001,  4.1998129436386265e-06,  T2-R4
 31.8387,  4.263943987114254e-06,  U5-T3
 141.895,  4.315879411157066e-06,  S5-Q7
 215.827,  4.320648161978308e-06,  U6-Q5
 129.285,  4.376435284090259e-06,  U12-R14
 129.186,  4.39627596392364e-06,  U13-R15
 566.571,  4.406687208670775e-06,  T1-O2
 197.528,  4.484042382630577e-06,  T3-Q1
 319.93,  4.492858333818926e-06,  T4-P3
 99.95,  4.501590743705021e-06,  T6-R5
 46.9535,  4.504825450658567e-06,  T4-S2
 71.7804,  4.519423957186255e-06,  U6-S8
 30.680400000000002,  4.525401851966902e-06,  U8-T7
 289.775,  4.571769930816348e-06,  S1-P2
 801.217,  4.572709655259558e-06,  U2-N1
 129.333,  4.5940033948559495e-06,  U1-R3
 183.449,  4.5958508220906054e-06,  T2-Q4
 273.072,  4.6236074015051985e-06,  S4-P6
 907.669,  4.676233903747825e-06,  N3-M4
 71.7492,  4.7118469029136415e-06,  U7-S9
 532.578,  4.745788782907955e-06,  T3-O5
 57.306599999999996,  4.751427653615988e-06,  S5-R7
 388.924,  4.8283364805876064e-06,  O3-N4
 958.213,  4.940136285383749e-06,  U2-N4
 56.8675,  5.007594276000424e-06,  S3-R5
 1771.91,  5.007841001386358e-06,  T3-M5
 1836.7,  5.028924422951332e-06,  U2-M4
 141.939,  5.079787765231149e-06,  S4-Q6
 183.558,  5.184713631811531e-06,  T6-Q8
 316.367,  5.262339117799243e-06,  T2-P4
 914.658,  5.275533866683669e-06,  T3-N5
 141.939,  5.282285300139826e-06,  S3-Q5
 182.917,  5.306462209447937e-06,  T10-Q12
 182.707,  5.35863364326964e-06,  T11-Q13
 183.193,  5.373280677440692e-06,  T7-Q9
 30.3038,  5.378556892965991e-06,  U6-T8
 89.5774,  5.408695920508884e-06,  R1-Q2
 429.651,  5.4312492616072435e-06,  R5-O7
 60.9974,  5.4714666519084304e-06,  S2-R1
 193.965,  5.494703015079675e-06,  T2-Q1
 86.0725,  5.546068261485921e-06,  R4-Q3
 155.479,  5.562108337808223e-06,  S3-Q1
 56.8675,  5.579667918890081e-06,  S4-R6
 571.958,  5.5988634608101285e-06,  U4-O3
 365.121,  5.605926746611608e-06,  U2-P1
 215.406,  5.607900951887781e-06,  U1-Q3
 30.383200000000002,  5.617703360239809e-06,  U7-T9
 367.791,  5.639232099205373e-06,  U3-P1
 273.072,  5.764020995089579e-06,  S3-P5
 271.482,  5.8865878887168675e-06,  S8-P10
 429.651,  5.9186794482670345e-06,  R6-O8
 38.485699999999994,  5.944774508331726e-06,  T1-S3
 73.8878,  5.970279100151761e-06,  U5-S3
 270.981,  5.990313382697224e-06,  S9-P11
 523.181,  6.025830179075953e-06,  S1-O2
 723.565,  6.0419587807792685e-06,  Q5-N7
 277.881,  6.05708301940388e-06,  S4-P3
 428.263,  6.0907807595315415e-06,  R7-O9
 139.014,  6.095950213644286e-06,  U4-R2
 537.332,  6.148728039007473e-06,  T2-O4
 72.1569,  6.156905315165691e-06,  U8-S7
 431.638,  6.27306978446466e-06,  R4-O6
 272.168,  6.340292940841343e-06,  S6-P8
 346.96,  6.366017566220699e-06,  U6-P5
 185.021,  6.420268670446749e-06,  T6-Q5
 490.529,  6.421367777984595e-06,  S3-O5
 58.2868,  6.537617636786815e-06,  S6-R5
 271.482,  6.542232392870054e-06,  S7-P9
 96.5883,  6.551931717930823e-06,  R3-Q1
 97.37660000000001,  6.570570754243262e-06,  T1-R3
 1729.86,  6.607531568748852e-06,  S3-M5
 129.571,  6.628127616577472e-06,  U8-R10
 98.9698,  6.6409699112196215e-06,  T6-R8
 213.881,  6.681232743070037e-06,  R5-P7
 228.777,  6.722316576921658e-06,  R1-P2
 129.41,  6.770305455579652e-06,  U9-R11
 769.26,  6.7904446144063705e-06,  T2-N1
 728.335,  6.841105863139348e-06,  Q4-N6
 53.9865,  6.864796816658511e-06,  S2-R4
 98.8908,  6.900390477712669e-06,  T7-R9
 336.728,  6.936194657850228e-06,  T3-P1
 872.609,  7.02909440507115e-06,  S3-N5
 23.593799999999998,  7.070321032821137e-06,  V3-U4
 140.059,  7.109925811492645e-06,  S2-Q4
 348.324,  7.189200035152074e-06,  U1-P3
 926.256,  7.195513849221276e-06,  T2-N4
 540.895,  7.257951388533386e-06,  T4-O3
 1804.74,  7.274834961963091e-06,  T2-M4
 1477.23,  7.406044744824562e-06,  U2-M1
 107.951,  7.41487512037124e-06,  T4-R2
 129.41,  7.417135071817798e-06,  U10-R12
 183.193,  7.423168765283235e-06,  T8-Q10
 54.656800000000004,  7.465565667297297e-06,  V3-T4
 129.285,  7.491294788274803e-06,  U11-R13
 946.421,  7.502743460075202e-06,  U1-N2
 182.917,  7.563687542624699e-06,  T9-Q11
 214.181,  7.624568441224255e-06,  R4-P6
 43.0825,  7.661968449677708e-06,  T5-S3
 150.575,  7.739666912734271e-06,  S2-Q1
 83.6079,  7.769142371233876e-06,  R5-Q7
 183.449,  7.827496078098925e-06,  T1-Q3
 272.977,  7.853844517375029e-06,  S2-P4
 96.7059,  7.905061085741273e-06,  V3-S4
 333.165,  8.053183057195401e-06,  T2-P1
 83.048,  8.18683196569812e-06,  R3-Q5
 132.779,  8.254308146834532e-06,  U5-R3
 130.152,  8.277114159008468e-06,  U8-R7
 40.9751,  8.30791929977792e-06,  T6-S8
 65.90180000000001,  8.389448709489389e-06,  S4-R2
 214.181,  8.63419073623831e-06,  R3-P5
 218.99,  8.651966951637925e-06,  R4-P3
 41.0689,  8.655475853895332e-06,  T7-S9
 462.184,  8.681973377083942e-06,  R1-O2
 294.679,  8.763105551264544e-06,  S3-P1
 155.597,  8.80324909148799e-06,  V3-R4
 83.048,  8.820871580699057e-06,  R4-Q6
 598.528,  8.940690552249486e-06,  U2-O1
 493.942,  9.00586389593325e-06,  S2-O4
 931.702,  9.106917122474344e-06,  U4-N3
 228.591,  9.256065459220139e-06,  U4-Q2
 41.4766,  9.258088100415974e-06,  T8-S7
 1670.97,  9.28053661150817e-06,  R3-M5
 431.638,  9.349496201481874e-06,  R3-O5
 601.198,  9.369924992661632e-06,  U3-O1
 141.895,  9.394756596542011e-06,  S6-Q8
 316.155,  9.464495763186267e-06,  T6-P5
 71.6199,  9.513457275130325e-06,  U14-S16
 71.5871,  9.543506830805947e-06,  U15-S17
 71.7492,  9.65366691786188e-06,  U8-S10
 143.358,  9.66293603021816e-06,  S6-Q5
 569.288,  9.730474272455046e-06,  U1-O3
 141.717,  9.743027869376086e-06,  S7-Q9
 498.846,  9.79520294393352e-06,  S4-O3
 53.9865,  9.86590022131861e-06,  S1-R3
 71.7025,  9.86604272282256e-06,  U9-S11
 564.416,  9.873821208922636e-06,  U6-O5
 316.367,  9.89086733297017e-06,  T1-P3
 241.669,  9.917657841222893e-06,  V3-Q4
 813.718,  1.001082390988862e-05,  R3-N5
 725.87,  1.0072829385425597e-05,  S2-N1
 914.464,  1.013362712158424e-05,  T1-N2
 344.58,  1.0251999233468577e-05,  Q5-O7
 882.866,  1.037947103811047e-05,  S2-N4
 1761.35,  1.0394954532466736e-05,  S2-M4
 139.2,  1.050509802578148e-05,  Q1-P2
 1445.27,  1.0884822923476664e-05,  T2-M1
 89.5774,  1.1129812469355761e-05,  R2-Q1
 101.973,  1.117810767446895e-05,  T5-R3
 214.74,  1.1180118478030475e-05,  U8-Q7
 140.059,  1.1203456195325522e-05,  S1-Q3
 30.6064,  1.1206759162901472e-05,  U10-T9
 374.587,  1.132737742536119e-05,  V3-P4
 289.775,  1.1370098687230688e-05,  S2-P1
 345.565,  1.1376031019530038e-05,  Q4-O6
 235.788,  1.144673705292625e-05,  R3-P1
 197.528,  1.1581725074211829e-05,  T4-Q2
 570.134,  1.1582422626424454e-05,  T3-O1
 98.7273,  1.1653557408412037e-05,  T12-R14
 98.6629,  1.1751721696498766e-05,  T13-R15
